10.1093/nar/gkh023
10.1093/nar/gkl320
10.1093/nar/gkl338
10.1093/nar/gkl341
10.1093/nar/gkl356
10.1093/nar/gkl357
10.1093/nar/gkl381
10.1093/nar/gkl401
10.1093/nar/gkl402
10.1093/nar/gkl417
10.1093/nar/gkl432
10.1093/nar/gkl441
10.1093/nar/gkl453
10.1093/nar/gkl458
10.1093/nar/gkl463
10.1093/nar/gkl468
10.1093/nar/gkl473
10.1093/nar/gkl480
10.1093/nar/gkl502
10.1093/nar/gkl544
10.1093/nar/gkl562
10.1093/nar/gkl575
10.1093/nar/gkl586
10.1093/nar/gkl595
10.1093/nar/gkl618
10.1093/nar/gkl633
10.1093/nar/gkl645
10.1093/nar/gkl648
10.1093/nar/gkl655
10.1093/nar/gkl660
10.1093/nar/gkl662
10.1093/nar/gkl666
10.1093/nar/gkl668
10.1093/nar/gkl672
10.1093/nar/gkl675
10.1093/nar/gkl677
10.1093/nar/gkl680
10.1093/nar/gkl692
10.1093/nar/gkl704
10.1093/nar/gkl706
10.1093/nar/gkl711
10.1093/nar/gkl712
10.1093/nar/gkl720
10.1093/nar/gkl725
10.1093/nar/gkl732
10.1093/nar/gkl746
10.1093/nar/gkl750
10.1093/nar/gkl758
10.1093/nar/gkl762
10.1093/nar/gkl763
10.1093/nar/gkl765
10.1093/nar/gkl772
10.1093/nar/gkl776
10.1093/nar/gkl777
10.1093/nar/gkl778
10.1093/nar/gkl780
10.1093/nar/gkl781
10.1093/nar/gkl785
10.1093/nar/gkl796
10.1093/nar/gkl797
10.1093/nar/gkl799
10.1093/nar/gkl806
10.1093/nar/gkl807
10.1093/nar/gkl813
10.1093/nar/gkl817
10.1093/nar/gkl822
10.1093/nar/gkl825
10.1093/nar/gkl827
10.1093/nar/gkl828
10.1093/nar/gkl834
10.1093/nar/gkl838
10.1093/nar/gkl840
10.1093/nar/gkl842
10.1093/nar/gkl849
10.1093/nar/gkl851
10.1093/nar/gkl854
10.1093/nar/gkl865
10.1093/nar/gkl869
10.1093/nar/gkl873
10.1093/nar/gkl875
10.1093/nar/gkl883
10.1093/nar/gkl884
10.1093/nar/gkl886
10.1093/nar/gkl887
10.1093/nar/gkl891
10.1093/nar/gkl893
10.1093/nar/gkl908
10.1093/nar/gkl910
10.1093/nar/gkl912
10.1093/nar/gkl915
10.1093/nar/gkl919
10.1093/nar/gkl923
10.1093/nar/gkl924
10.1093/nar/gkl938
10.1093/nar/gkl950
10.1093/nar/gkl951
10.1093/nar/gkl952
10.1093/nar/gkl959
10.1093/nar/gkl960
10.1093/nar/gkl971
10.1093/nar/gkl972
10.1093/nar/gkl979
10.1093/nar/gkl988
10.1093/nar/gkl996
10.1093/nar/gkl999
10.1093/nar/gkm013
10.1093/nar/gkm016
10.1093/nar/gkm035
10.1093/nar/gkm039
10.1093/nar/gkm045
10.1093/nar/gkm057
10.1093/nar/gkm071
10.1093/nar/gkm078
10.1093/nar/gkm082
10.1093/nar/gkm1000
10.1093/nar/gkm1001
10.1093/nar/gkm1004
10.1093/nar/gkm1005
10.1093/nar/gkm1006
10.1093/nar/gkm101
10.1093/nar/gkm1010
10.1093/nar/gkm1013
10.1093/nar/gkm1018
10.1093/nar/gkm1019
10.1093/nar/gkm1028
10.1093/nar/gkm1039
10.1093/nar/gkm1057
10.1093/nar/gkm1059
10.1093/nar/gkm1102
10.1093/nar/gkm1113
10.1093/nar/gkm1116
10.1093/nar/gkm1122
10.1093/nar/gkm1134
10.1093/nar/gkm1172
10.1093/nar/gkm131
10.1093/nar/gkm151
10.1093/nar/gkm160
10.1093/nar/gkm164
10.1093/nar/gkm173
10.1093/nar/gkm181
10.1093/nar/gkm216
10.1093/nar/gkm218
10.1093/nar/gkm222
10.1093/nar/gkm238
10.1093/nar/gkm239
10.1093/nar/gkm251
10.1093/nar/gkm256
10.1093/nar/gkm258
10.1093/nar/gkm259
10.1093/nar/gkm268
10.1093/nar/gkm285
10.1093/nar/gkm290
10.1093/nar/gkm294
10.1093/nar/gkm304
10.1093/nar/gkm309
10.1093/nar/gkm316
10.1093/nar/gkm324
10.1093/nar/gkm326
10.1093/nar/gkm328
10.1093/nar/gkm360
10.1093/nar/gkm364
10.1093/nar/gkm372
10.1093/nar/gkm389
10.1093/nar/gkm395
10.1093/nar/gkm404
10.1093/nar/gkm405
10.1093/nar/gkm411
10.1093/nar/gkm415
10.1093/nar/gkm417
10.1093/nar/gkm423
10.1093/nar/gkm424
10.1093/nar/gkm439
10.1093/nar/gkm476
10.1093/nar/gkm487
10.1093/nar/gkm493
10.1093/nar/gkm502
10.1093/nar/gkm504
10.1093/nar/gkm505
10.1093/nar/gkm508
10.1093/nar/gkm514
10.1093/nar/gkm530
10.1093/nar/gkm569
10.1093/nar/gkm571
10.1093/nar/gkm572
10.1093/nar/gkm578
10.1093/nar/gkm581
10.1093/nar/gkm588
10.1093/nar/gkm589
10.1093/nar/gkm632
10.1093/nar/gkm633
10.1093/nar/gkm642
10.1093/nar/gkm649
10.1093/nar/gkm665
10.1093/nar/gkm668
10.1093/nar/gkm672
10.1093/nar/gkm676
10.1093/nar/gkm687
10.1093/nar/gkm688
10.1093/nar/gkm697
10.1093/nar/gkm700
10.1093/nar/gkm703
10.1093/nar/gkm710
10.1093/nar/gkm728
10.1093/nar/gkm739
10.1093/nar/gkm746
10.1093/nar/gkm749
10.1093/nar/gkm756
10.1093/nar/gkm763
10.1093/nar/gkm766
10.1093/nar/gkm787
10.1093/nar/gkm788
10.1093/nar/gkm791
10.1093/nar/gkm792
10.1093/nar/gkm793
10.1093/nar/gkm796
10.1093/nar/gkm811
10.1093/nar/gkm814
10.1093/nar/gkm815
10.1093/nar/gkm822
10.1093/nar/gkm823
10.1093/nar/gkm829
10.1093/nar/gkm830
10.1093/nar/gkm838
10.1093/nar/gkm845
10.1093/nar/gkm846
10.1093/nar/gkm847
10.1093/nar/gkm854
10.1093/nar/gkm858
10.1093/nar/gkm864
10.1093/nar/gkm869
10.1093/nar/gkm875
10.1093/nar/gkm876
10.1093/nar/gkm882
10.1093/nar/gkm883
10.1093/nar/gkm888
10.1093/nar/gkm894
10.1093/nar/gkm895
10.1093/nar/gkm896
10.1093/nar/gkm899
10.1093/nar/gkm900
10.1093/nar/gkm904
10.1093/nar/gkm905
10.1093/nar/gkm907
10.1093/nar/gkm908
10.1093/nar/gkm909
10.1093/nar/gkm915
10.1093/nar/gkm916
10.1093/nar/gkm921
10.1093/nar/gkm929
10.1093/nar/gkm930
10.1093/nar/gkm934
10.1093/nar/gkm937
10.1093/nar/gkm938
10.1093/nar/gkm946
10.1093/nar/gkm949
10.1093/nar/gkm952
10.1093/nar/gkm955
10.1093/nar/gkm957
10.1093/nar/gkm958
10.1093/nar/gkm960
10.1093/nar/gkm964
10.1093/nar/gkm967
10.1093/nar/gkm976
10.1093/nar/gkm977
10.1093/nar/gkm981
10.1093/nar/gkm987
10.1093/nar/gkm988
10.1093/nar/gkm993
10.1093/nar/gkm995
10.1093/nar/gkm999
10.1093/nar/gkn001
10.1093/nar/gkn006
10.1093/nar/gkn031
10.1093/nar/gkn040
10.1093/nar/gkn043
10.1093/nar/gkn048
10.1093/nar/gkn050
10.1093/nar/gkn061
10.1093/nar/gkn064
10.1093/nar/gkn073
10.1093/nar/gkn076
10.1093/nar/gkn077
10.1093/nar/gkn080
10.1093/nar/gkn081
10.1093/nar/gkn088
10.1093/nar/gkn091
10.1093/nar/gkn095
10.1093/nar/gkn1000
10.1093/nar/gkn1009
10.1093/nar/gkn1019
10.1093/nar/gkn1020
10.1093/nar/gkn1042
10.1093/nar/gkn1053
10.1093/nar/gkn113
10.1093/nar/gkn122
10.1093/nar/gkn123
10.1093/nar/gkn130
10.1093/nar/gkn146
10.1093/nar/gkn147
10.1093/nar/gkn149
10.1093/nar/gkn158
10.1093/nar/gkn160
10.1093/nar/gkn162
10.1093/nar/gkn169
10.1093/nar/gkn174
10.1093/nar/gkn176
10.1093/nar/gkn179
10.1093/nar/gkn182
10.1093/nar/gkn183
10.1093/nar/gkn185
10.1093/nar/gkn188
10.1093/nar/gkn195
10.1093/nar/gkn198
10.1093/nar/gkn200
10.1093/nar/gkn216
10.1093/nar/gkn255
10.1093/nar/gkn256
10.1093/nar/gkn264
10.1093/nar/gkn268
10.1093/nar/gkn275
10.1093/nar/gkn278
10.1093/nar/gkn282
10.1093/nar/gkn299
10.1093/nar/gkn305
10.1093/nar/gkn307
10.1093/nar/gkn315
10.1093/nar/gkn316
10.1093/nar/gkn337
10.1093/nar/gkn378
10.1093/nar/gkn380
10.1093/nar/gkn386
10.1093/nar/gkn403
10.1093/nar/gkn435
10.1093/nar/gkn479
10.1093/nar/gkn483
10.1093/nar/gkn489
10.1093/nar/gkn498
10.1093/nar/gkn502
10.1093/nar/gkn513
10.1093/nar/gkn522
10.1093/nar/gkn530
10.1093/nar/gkn544
10.1093/nar/gkn545
10.1093/nar/gkn561
10.1093/nar/gkn567
10.1093/nar/gkn580
10.1093/nar/gkn597
10.1093/nar/gkn601
10.1093/nar/gkn613
10.1093/nar/gkn617
10.1093/nar/gkn624
10.1093/nar/gkn631
10.1093/nar/gkn633
10.1093/nar/gkn653
10.1093/nar/gkn655
10.1093/nar/gkn660
10.1093/nar/gkn661
10.1093/nar/gkn663
10.1093/nar/gkn664
10.1093/nar/gkn666
10.1093/nar/gkn668
10.1093/nar/gkn679
10.1093/nar/gkn683
10.1093/nar/gkn692
10.1093/nar/gkn700
10.1093/nar/gkn701
10.1093/nar/gkn702
10.1093/nar/gkn714
10.1093/nar/gkn721
10.1093/nar/gkn722
10.1093/nar/gkn723
10.1093/nar/gkn732
10.1093/nar/gkn741
10.1093/nar/gkn742
10.1093/nar/gkn746
10.1093/nar/gkn748
10.1093/nar/gkn750
10.1093/nar/gkn760
10.1093/nar/gkn762
10.1093/nar/gkn763
10.1093/nar/gkn764
10.1093/nar/gkn765
10.1093/nar/gkn766
10.1093/nar/gkn785
10.1093/nar/gkn788
10.1093/nar/gkn794
10.1093/nar/gkn803
10.1093/nar/gkn808
10.1093/nar/gkn810
10.1093/nar/gkn814
10.1093/nar/gkn820
10.1093/nar/gkn828
10.1093/nar/gkn840
10.1093/nar/gkn845
10.1093/nar/gkn851
10.1093/nar/gkn857
10.1093/nar/gkn858
10.1093/nar/gkn860
10.1093/nar/gkn862
10.1093/nar/gkn863
10.1093/nar/gkn865
10.1093/nar/gkn867
10.1093/nar/gkn870
10.1093/nar/gkn875
10.1093/nar/gkn879
10.1093/nar/gkn887
10.1093/nar/gkn892
10.1093/nar/gkn898
10.1093/nar/gkn905
10.1093/nar/gkn906
10.1093/nar/gkn910
10.1093/nar/gkn913
10.1093/nar/gkn919
10.1093/nar/gkn920
10.1093/nar/gkn922
10.1093/nar/gkn924
10.1093/nar/gkn928
10.1093/nar/gkn929
10.1093/nar/gkn954
10.1093/nar/gkn956
10.1093/nar/gkn957
10.1093/nar/gkn996
10.1093/nar/gkp002
10.1093/nar/gkp005
10.1093/nar/gkp013
10.1093/nar/gkp013">{{cite
10.1093/nar/gkp031
10.1093/nar/gkp066
10.1093/nar/gkp068
10.1093/nar/gkp080
10.1093/nar/gkp083
10.1093/nar/gkp093
10.1093/nar/gkp095
10.1093/nar/gkp1001
10.1093/nar/gkp1002
10.1093/nar/gkp1007
10.1093/nar/gkp101
10.1093/nar/gkp1014
10.1093/nar/gkp1015
10.1093/nar/gkp1016
10.1093/nar/gkp1019
10.1093/nar/gkp1021
10.1093/nar/gkp1025
10.1093/nar/gkp1048
10.1093/nar/gkp1054
10.1093/nar/gkp1058
10.1093/nar/gkp1067
10.1093/nar/gkp1073
10.1093/nar/gkp1077
10.1093/nar/gkp1078
10.1093/nar/gkp109
10.1093/nar/gkp1094
10.1093/nar/gkp1122
10.1093/nar/gkp1124
10.1093/nar/gkp1125
10.1093/nar/gkp1127
10.1093/nar/gkp1128
10.1093/nar/gkp1137
10.1093/nar/gkp1142
10.1093/nar/gkp1150
10.1093/nar/gkp117
10.1093/nar/gkp1171
10.1093/nar/gkp1179
10.1093/nar/gkp1180
10.1093/nar/gkp1189
10.1093/nar/gkp1240
10.1093/nar/gkp149
10.1093/nar/gkp179
10.1093/nar/gkp198
10.1093/nar/gkp215
10.1093/nar/gkp255
10.1093/nar/gkp265
10.1093/nar/gkp278
10.1093/nar/gkp280
10.1093/nar/gkp287
10.1093/nar/gkp292
10.1093/nar/gkp294
10.1093/nar/gkp302
10.1093/nar/gkp303
10.1093/nar/gkp304
10.1093/nar/gkp306
10.1093/nar/gkp320
10.1093/nar/gkp322
10.1093/nar/gkp324
10.1093/nar/gkp337
10.1093/nar/gkp353
10.1093/nar/gkp354
10.1093/nar/gkp356
10.1093/nar/gkp375
10.1093/nar/gkp383
10.1093/nar/gkp386
10.1093/nar/gkp403
10.1093/nar/gkp405
10.1093/nar/gkp412
10.1093/nar/gkp427
10.1093/nar/gkp436
10.1093/nar/gkp441
10.1093/nar/gkp448
10.1093/nar/gkp468
10.1093/nar/gkp469
10.1093/nar/gkp479
10.1093/nar/gkp501
10.1093/nar/gkp534
10.1093/nar/gkp548
10.1093/nar/gkp552
10.1093/nar/gkp553
10.1093/nar/gkp575
10.1093/nar/gkp577
10.1093/nar/gkp610
10.1093/nar/gkp613
10.1093/nar/gkp668
10.1093/nar/gkp675
10.1093/nar/gkp688
10.1093/nar/gkp717
10.1093/nar/gkp719
10.1093/nar/gkp760
10.1093/nar/gkp763
10.1093/nar/gkp788
10.1093/nar/gkp816
10.1093/nar/gkp818
10.1093/nar/gkp830
10.1093/nar/gkp833
10.1093/nar/gkp842
10.1093/nar/gkp845
10.1093/nar/gkp846
10.1093/nar/gkp850
10.1093/nar/gkp854
10.1093/nar/gkp857
10.1093/nar/gkp869
10.1093/nar/gkp870
10.1093/nar/gkp874
10.1093/nar/gkp875
10.1093/nar/gkp878
10.1093/nar/gkp879
10.1093/nar/gkp885
10.1093/nar/gkp886
10.1093/nar/gkp887
10.1093/nar/gkp888
10.1093/nar/gkp889
10.1093/nar/gkp892
10.1093/nar/gkp896
10.1093/nar/gkp898
10.1093/nar/gkp902
10.1093/nar/gkp906
10.1093/nar/gkp919
10.1093/nar/gkp931
10.1093/nar/gkp934
10.1093/nar/gkp935
10.1093/nar/gkp936
10.1093/nar/gkp938
10.1093/nar/gkp942
10.1093/nar/gkp943
10.1093/nar/gkp950
10.1093/nar/gkp951
10.1093/nar/gkp952
10.1093/nar/gkp953
10.1093/nar/gkp954
10.1093/nar/gkp957
10.1093/nar/gkp964
10.1093/nar/gkp967
10.1093/nar/gkp970
10.1093/nar/gkp971
10.1093/nar/gkp972
10.1093/nar/gkp982
10.1093/nar/gkp983
10.1093/nar/gkp985
10.1093/nar/gkp995
10.1093/nar/gkp998
10.1093/nar/gkq021
10.1093/nar/gkq025
10.1093/nar/gkq032
10.1093/nar/gkq045
10.1093/nar/gkq054
10.1093/nar/gkq055
10.1093/nar/gkq1001
10.1093/nar/gkq1002
10.1093/nar/gkq1003
10.1093/nar/gkq1006
10.1093/nar/gkq1008
10.1093/nar/gkq1013
10.1093/nar/gkq1014
10.1093/nar/gkq1017
10.1093/nar/gkq1018
10.1093/nar/gkq1019
10.1093/nar/gkq1020
10.1093/nar/gkq1021
10.1093/nar/gkq1022
10.1093/nar/gkq1023
10.1093/nar/gkq1024
10.1093/nar/gkq1025
10.1093/nar/gkq1026
10.1093/nar/gkq1027
10.1093/nar/gkq1028
10.1093/nar/gkq1034
10.1093/nar/gkq1038
10.1093/nar/gkq1039
10.1093/nar/gkq1041
10.1093/nar/gkq1045
10.1093/nar/gkq1055
10.1093/nar/gkq1056
10.1093/nar/gkq1057
10.1093/nar/gkq1058
10.1093/nar/gkq1059
10.1093/nar/gkq1060
10.1093/nar/gkq1061
10.1093/nar/gkq1063
10.1093/nar/gkq1064
10.1093/nar/gkq1068
10.1093/nar/gkq1069
10.1093/nar/gkq1072
10.1093/nar/gkq1073
10.1093/nar/gkq1075
10.1093/nar/gkq1077
10.1093/nar/gkq1078
10.1093/nar/gkq1079
10.1093/nar/gkq1080
10.1093/nar/gkq1086
10.1093/nar/gkq1087
10.1093/nar/gkq1088
10.1093/nar/gkq1089
10.1093/nar/gkq1090
10.1093/nar/gkq1091
10.1093/nar/gkq1092
10.1093/nar/gkq1093
10.1093/nar/gkq1100
10.1093/nar/gkq1101
10.1093/nar/gkq1102
10.1093/nar/gkq1103
10.1093/nar/gkq1104
10.1093/nar/gkq1105
10.1093/nar/gkq1106
10.1093/nar/gkq1107
10.1093/nar/gkq1108
10.1093/nar/gkq1109
10.1093/nar/gkq1110
10.1093/nar/gkq1111
10.1093/nar/gkq1115
10.1093/nar/gkq1116
10.1093/nar/gkq1126
10.1093/nar/gkq1128
10.1093/nar/gkq1129
10.1093/nar/gkq1130
10.1093/nar/gkq1132
10.1093/nar/gkq1133
10.1093/nar/gkq1138
10.1093/nar/gkq1143
10.1093/nar/gkq1144
10.1093/nar/gkq1145
10.1093/nar/gkq1146
10.1093/nar/gkq1150
10.1093/nar/gkq1154
10.1093/nar/gkq1156
10.1093/nar/gkq1157
10.1093/nar/gkq1159
10.1093/nar/gkq1165
10.1093/nar/gkq1167
10.1093/nar/gkq1168
10.1093/nar/gkq1170
10.1093/nar/gkq1171
10.1093/nar/gkq1172
10.1093/nar/gkq1181
10.1093/nar/gkq1184
10.1093/nar/gkq1189
10.1093/nar/gkq1197
10.1093/nar/gkq1198
10.1093/nar/gkq1216
10.1093/nar/gkq1219
10.1093/nar/gkq122
10.1093/nar/gkq1226
10.1093/nar/gkq1228
10.1093/nar/gkq1229
10.1093/nar/gkq1233
10.1093/nar/gkq1234
10.1093/nar/gkq1235
10.1093/nar/gkq1236
10.1093/nar/gkq1237
10.1093/nar/gkq1238
10.1093/nar/gkq124
10.1093/nar/gkq1243
10.1093/nar/gkq1252
10.1093/nar/gkq1255
10.1093/nar/gkq1256
10.1093/nar/gkq1325
10.1093/nar/gkq1326
10.1093/nar/gkq1349
10.1093/nar/gkq1355
10.1093/nar/gkq140
10.1093/nar/gkq160
10.1093/nar/gkq163
10.1093/nar/gkq179
10.1093/nar/gkq224
10.1093/nar/gkq266
10.1093/nar/gkq273
10.1093/nar/gkq274
10.1093/nar/gkq275
10.1093/nar/gkq281
10.1093/nar/gkq283
10.1093/nar/gkq285
10.1093/nar/gkq292
10.1093/nar/gkq297
10.1093/nar/gkq300
