10.1093/nar/gkh023
10.1093/nar/gkh028
10.1093/nar/gkh029
10.1093/nar/gkh036
10.1093/nar/gkh039
10.1093/nar/gkh052
10.1093/nar/gkh057
10.1093/nar/gkh059
10.1093/nar/gkh061
10.1093/nar/gkh063
10.1093/nar/gkh065
10.1093/nar/gkh070
10.1093/nar/gkh081
10.1093/nar/gkh082
10.1093/nar/gkh086
10.1093/nar/gkh097
10.1093/nar/gkh099
10.1093/nar/gkh1009
10.1093/nar/gkh102
10.1093/nar/gkh108
10.1093/nar/gkh117
10.1093/nar/gkh119
10.1093/nar/gkh121
10.1093/nar/gkh123
10.1093/nar/gkh131
10.1093/nar/gkh138
10.1093/nar/gkh152
10.1093/nar/gkh167
10.1093/nar/gkh184
10.1093/nar/gkh191
10.1093/nar/gkh195
10.1093/nar/gkh207
10.1093/nar/gkh209
10.1093/nar/gkh220
10.1093/nar/gkh233
10.1093/nar/gkh240
10.1093/nar/gkh241
10.1093/nar/gkh248
10.1093/nar/gkh249
10.1093/nar/gkh255
10.1093/nar/gkh258
10.1093/nar/gkh260
10.1093/nar/gkh275
10.1093/nar/gkh277
10.1093/nar/gkh291
10.1093/nar/gkh293
10.1093/nar/gkh295
10.1093/nar/gkh340
10.1093/nar/gkh347
10.1093/nar/gkh350
10.1093/nar/gkh351
10.1093/nar/gkh355
10.1093/nar/gkh377
10.1093/nar/gkh385
10.1093/nar/gkh393
10.1093/nar/gkh408
10.1093/nar/gkh410
10.1093/nar/gkh415
10.1093/nar/gkh417
10.1093/nar/gkh418
10.1093/nar/gkh430
10.1093/nar/gkh441
10.1093/nar/gkh442
10.1093/nar/gkh449
10.1093/nar/gkh450
10.1093/nar/gkh453
10.1093/nar/gkh466
10.1093/nar/gkh477
10.1093/nar/gkh480
10.1093/nar/gkh485
10.1093/nar/gkh502
10.1093/nar/gkh524
10.1093/nar/gkh528
10.1093/nar/gkh536
10.1093/nar/gkh537
10.1093/nar/gkh539
10.1093/nar/gkh540
10.1093/nar/gkh552
10.1093/nar/gkh556
10.1093/nar/gkh562
10.1093/nar/gkh570
10.1093/nar/gkh571
10.1093/nar/gkh580
10.1093/nar/gkh589
10.1093/nar/gkh624
10.1093/nar/gkh632
10.1093/nar/gkh634
10.1093/nar/gkh671
10.1093/nar/gkh687
10.1093/nar/gkh692
10.1093/nar/gkh698
10.1093/nar/gkh715
10.1093/nar/gkh719
10.1093/nar/gkh722
10.1093/nar/gkh741
10.1093/nar/gkh754
10.1093/nar/gkh768
10.1093/nar/gkh779
10.1093/nar/gkh784
10.1093/nar/gkh791
10.1093/nar/gkh795
10.1093/nar/gkh801
10.1093/nar/gkh804
10.1093/nar/gkh807
10.1093/nar/gkh818
10.1093/nar/gkh821
10.1093/nar/gkh830
10.1093/nar/gkh834
10.1093/nar/gkh859
10.1093/nar/gkh910
10.1093/nar/gkh915
10.1093/nar/gkh917
10.1093/nar/gkh953
10.1093/nar/gkh968
10.1093/nar/gkh970
10.1093/nar/gkh988
10.1093/nar/gkh996
10.1093/nar/gki001
10.1093/nar/gki005
10.1093/nar/gki010
10.1093/nar/gki013
10.1093/nar/gki022
10.1093/nar/gki025
10.1093/nar/gki027
10.1093/nar/gki033
10.1093/nar/gki037
10.1093/nar/gki044
10.1093/nar/gki049
10.1093/nar/gki050
10.1093/nar/gki051
10.1093/nar/gki058
10.1093/nar/gki064
10.1093/nar/gki070
10.1093/nar/gki072
10.1093/nar/gki075
10.1093/nar/gki081
10.1093/nar/gki082
10.1093/nar/gki088
10.1093/nar/gki096
10.1093/nar/gki1000
10.1093/nar/gki1012
10.1093/nar/gki1014
10.1093/nar/gki1016
10.1093/nar/gki106
10.1093/nar/gki107
10.1093/nar/gki108
10.1093/nar/gki111
10.1093/nar/gki118
10.1093/nar/gki121
10.1093/nar/gki128
10.1093/nar/gki129
10.1093/nar/gki130
10.1093/nar/gki135
10.1093/nar/gki145
10.1093/nar/gki158
10.1093/nar/gki170
10.1093/nar/gki187
10.1093/nar/gki190
10.1093/nar/gki200
10.1093/nar/gki201
10.1093/nar/gki206
10.1093/nar/gki211
10.1093/nar/gki239
10.1093/nar/gki241
10.1093/nar/gki247
10.1093/nar/gki256
10.1093/nar/gki259
10.1093/nar/gki269
10.1093/nar/gki297
10.1093/nar/gki299
10.1093/nar/gki313
10.1093/nar/gki324
10.1093/nar/gki328
10.1093/nar/gki343
10.1093/nar/gki358
10.1093/nar/gki366
10.1093/nar/gki367
10.1093/nar/gki369
10.1093/nar/gki381
10.1093/nar/gki387
10.1093/nar/gki401
10.1093/nar/gki408
10.1093/nar/gki414
10.1093/nar/gki419
10.1093/nar/gki432
10.1093/nar/gki442
10.1093/nar/gki445
10.1093/nar/gki447
10.1093/nar/gki470
10.1093/nar/gki478
10.1093/nar/gki485
10.1093/nar/gki487
10.1093/nar/gki509
10.1093/nar/gki516
10.1093/nar/gki524
10.1093/nar/gki535
10.1093/nar/gki541
10.1093/nar/gki553
10.1093/nar/gki555
10.1093/nar/gki561
10.1093/nar/gki573
10.1093/nar/gki574
10.1093/nar/gki585
10.1093/nar/gki593
10.1093/nar/gki605
10.1093/nar/gki609
10.1093/nar/gki611
10.1093/nar/gki615
10.1093/nar/gki625
10.1093/nar/gki630
10.1093/nar/gki661
10.1093/nar/gki663
10.1093/nar/gki672
10.1093/nar/gki681
10.1093/nar/gki682
10.1093/nar/gki695
10.1093/nar/gki702
10.1093/nar/gki705
10.1093/nar/gki709
10.1093/nar/gki715
10.1093/nar/gki729
10.1093/nar/gki731
10.1093/nar/gki742
10.1093/nar/gki756
10.1093/nar/gki763
10.1093/nar/gki775
10.1093/nar/gki786
10.1093/nar/gki790
10.1093/nar/gki809
10.1093/nar/gki833
10.1093/nar/gki838
10.1093/nar/gki840
10.1093/nar/gki870
10.1093/nar/gki873
10.1093/nar/gki892
10.1093/nar/gki901
10.1093/nar/gki912
10.1093/nar/gki927
10.1093/nar/gki929
10.1093/nar/gki930
10.1093/nar/gki937
10.1093/nar/gki954
10.1093/nar/gki956
10.1093/nar/gki958
10.1093/nar/gki964
10.1093/nar/gki982
10.1093/nar/gki986
10.1093/nar/gki993
10.1093/nar/gkj001
10.1093/nar/gkj002
10.1093/nar/gkj003
10.1093/nar/gkj006
10.1093/nar/gkj009
10.1093/nar/gkj013
10.1093/nar/gkj014
10.1093/nar/gkj015
10.1093/nar/gkj019
10.1093/nar/gkj023
10.1093/nar/gkj026
10.1093/nar/gkj029
10.1093/nar/gkj046
10.1093/nar/gkj047
10.1093/nar/gkj048
10.1093/nar/gkj053
10.1093/nar/gkj054
10.1093/nar/gkj055
10.1093/nar/gkj067
10.1093/nar/gkj069
10.1093/nar/gkj078
10.1093/nar/gkj081
10.1093/nar/gkj082
10.1093/nar/gkj086
10.1093/nar/gkj087
10.1093/nar/gkj088
10.1093/nar/gkj090
10.1093/nar/gkj092
10.1093/nar/gkj095
10.1093/nar/gkj096
10.1093/nar/gkj102
10.1093/nar/gkj106
10.1093/nar/gkj107
10.1093/nar/gkj109
10.1093/nar/gkj112
10.1093/nar/gkj115
10.1093/nar/gkj118
10.1093/nar/gkj120
10.1093/nar/gkj122
10.1093/nar/gkj123
10.1093/nar/gkj128
10.1093/nar/gkj131
10.1093/nar/gkj135
10.1093/nar/gkj139
10.1093/nar/gkj141
10.1093/nar/gkj143
10.1093/nar/gkj144
10.1093/nar/gkj146
10.1093/nar/gkj148
10.1093/nar/gkj149
10.1093/nar/gkj152
10.1093/nar/gkj161
10.1093/nar/gkj163
10.1093/nar/gkj403
10.1093/nar/gkj405
10.1093/nar/gkj416
10.1093/nar/gkj423
10.1093/nar/gkj434
10.1093/nar/gkj437
10.1093/nar/gkj440
10.1093/nar/gkj442
10.1093/nar/gkj454
10.1093/nar/gkj475
10.1093/nar/gkj484
10.1093/nar/gkj490
10.1093/nar/gkj495
10.1093/nar/gkj496
10.1093/nar/gkj517
10.1093/nar/gkl034
10.1093/nar/gkl037
10.1093/nar/gkl048
10.1093/nar/gkl070
10.1093/nar/gkl085
10.1093/nar/gkl093
10.1093/nar/gkl099
10.1093/nar/gkl1004
10.1093/nar/gkl1013
10.1093/nar/gkl1017
10.1093/nar/gkl102
10.1093/nar/gkl1031
10.1093/nar/gkl1038
10.1093/nar/gkl1040
10.1093/nar/gkl1043
10.1093/nar/gkl105
10.1093/nar/gkl1057
10.1093/nar/gkl1060
10.1093/nar/gkl1092
10.1093/nar/gkl1096
10.1093/nar/gkl1106
10.1093/nar/gkl1117
10.1093/nar/gkl1118
10.1093/nar/gkl1134
10.1093/nar/gkl114
10.1093/nar/gkl1148
10.1093/nar/gkl1154
10.1093/nar/gkl1164
10.1093/nar/gkl1168
10.1093/nar/gkl119
10.1093/nar/gkl120
10.1093/nar/gkl124
10.1093/nar/gkl128
10.1093/nar/gkl143
10.1093/nar/gkl159
10.1093/nar/gkl163
10.1093/nar/gkl175
10.1093/nar/gkl183
10.1093/nar/gkl198
10.1093/nar/gkl200
10.1093/nar/gkl209
10.1093/nar/gkl210
10.1093/nar/gkl212
10.1093/nar/gkl214
10.1093/nar/gkl224
10.1093/nar/gkl236
10.1093/nar/gkl237
10.1093/nar/gkl239
10.1093/nar/gkl241
10.1093/nar/gkl243
10.1093/nar/gkl259
10.1093/nar/gkl262
10.1093/nar/gkl266
10.1093/nar/gkl287
10.1093/nar/gkl319
