10.1111/j.1432-1033.1993.tb19902.x	0014-2956
10.1111/j.1432-1033.1993.tb19904.x	0014-2956
10.1111/j.1432-1033.1994.00001.x	0014-2956
10.1111/j.1432-1033.1994.00021.x	0014-2956
10.1111/j.1432-1033.1994.00029.x	0014-2956
10.1111/j.1432-1033.1994.00071.x	0014-2956
10.1111/j.1432-1033.1994.00083.x	0014-2956
10.1111/j.1432-1033.1994.00125.x	0014-2956
10.1111/j.1432-1033.1994.00179.x	0014-2956
10.1111/j.1432-1033.1994.00265.x	0014-2956
10.1111/j.1432-1033.1994.00273.x	0014-2956
10.1111/j.1432-1033.1994.00309.x	0014-2956
10.1111/j.1432-1033.1994.00341.x	0014-2956
10.1111/j.1432-1033.1994.00375.x	0014-2956
10.1111/j.1432-1033.1994.00431.x	0014-2956
10.1111/j.1432-1033.1994.00455.x	0014-2956
10.1111/j.1432-1033.1994.00489.x	0014-2956
10.1111/j.1432-1033.1994.00491.x	0014-2956
10.1111/j.1432-1033.1994.00529.x	0014-2956
10.1111/j.1432-1033.1994.00549.x	0014-2956
10.1111/j.1432-1033.1994.00575.x	0014-2956
10.1111/j.1432-1033.1994.00639.x	0014-2956
10.1111/j.1432-1033.1994.00695.x	0014-2956
10.1111/j.1432-1033.1994.00853.x	0014-2956
10.1111/j.1432-1033.1994.00945.x	0014-2956
10.1111/j.1432-1033.1994.00975.x	0014-2956
10.1111/j.1432-1033.1994.0937b.x	0014-2956
10.1111/j.1432-1033.1994.0t169.x	0014-2956
10.1111/j.1432-1033.1994.0t169.x/abstract	null
10.1111/j.1432-1033.1994.1073b.x	0014-2956
10.1111/j.1432-1033.1994.tb18577.x	0014-2956
10.1111/j.1432-1033.1994.tb18581.x	0014-2956
10.1111/j.1432-1033.1994.tb18591.x	0014-2956
10.1111/j.1432-1033.1994.tb18597.x	0014-2956
10.1111/j.1432-1033.1994.tb18603.x	0014-2956
10.1111/j.1432-1033.1994.tb18621.x	0014-2956
10.1111/j.1432-1033.1994.tb18627.x	0014-2956
10.1111/j.1432-1033.1994.tb18632.x	0014-2956
10.1111/j.1432-1033.1994.tb18634.x	0014-2956
10.1111/j.1432-1033.1994.tb18660.x	0014-2956
