10.1074/jbc.M800717200
10.1074/jbc.M800719200
10.1074/jbc.M800731200
10.1074/jbc.M800737200
10.1074/jbc.M800870200
10.1074/jbc.M800938200
10.1074/jbc.M800985200
10.1074/jbc.M800991200
10.1074/jbc.M801017200
10.1074/jbc.M801035200
10.1074/jbc.M801070200
10.1074/jbc.M801074200
10.1074/jbc.M801145200
10.1074/jbc.M801163200
10.1074/jbc.M801227200
10.1074/jbc.M801275200
10.1074/jbc.M801287200
10.1074/jbc.M801288200
10.1074/jbc.M801320200
10.1074/jbc.M801324200
10.1074/jbc.M801406200
10.1074/jbc.M801407200
10.1074/jbc.M801433200
10.1074/jbc.M801469200
10.1074/jbc.M801522200
10.1074/jbc.M801597200
10.1074/jbc.M801625200
10.1074/jbc.M801652200
10.1074/jbc.M801744200
10.1074/jbc.M801765200
10.1074/jbc.M801783200
10.1074/jbc.M801839200
10.1074/jbc.M801850200
10.1074/jbc.M801854200
10.1074/jbc.M801869200
10.1074/jbc.M802030200
10.1074/jbc.M802051200
10.1074/jbc.M802054200
10.1074/jbc.M802071200
10.1074/jbc.M802085200
10.1074/jbc.M802099200
10.1074/jbc.M802130200
10.1074/jbc.M802145200
10.1074/jbc.M802216200
10.1074/jbc.M802249200
10.1074/jbc.M802275200
10.1074/jbc.M802332200
10.1074/jbc.M802333200
10.1074/jbc.M802431200
10.1074/jbc.M802474200
10.1074/jbc.M802496200
10.1074/jbc.M802525200
10.1074/jbc.M802535200
10.1074/jbc.M802560200
10.1074/jbc.M802579200
10.1074/jbc.M802605200
10.1074/jbc.M802620200
10.1074/jbc.M802632200
10.1074/jbc.M802636200
10.1074/jbc.M802663200
10.1074/jbc.M802686200
10.1074/jbc.M802721200
10.1074/jbc.M802749200
10.1074/jbc.M802761200
10.1074/jbc.M802829200
10.1074/jbc.M802927200
10.1074/jbc.M803025200
10.1074/jbc.M803090200
10.1074/jbc.M803109200
10.1074/jbc.M803120200
10.1074/jbc.M803184200
10.1074/jbc.M803225200
10.1074/jbc.M803238200
10.1074/jbc.M803302200
10.1074/jbc.M803361200
10.1074/jbc.M803387200
10.1074/jbc.M803443200
10.1074/jbc.M803448200
10.1074/jbc.M803471200
10.1074/jbc.M803514200
10.1074/jbc.M803516200
10.1074/jbc.M803543200
10.1074/jbc.M803553200
10.1074/jbc.M803580200
10.1074/jbc.M803614200
10.1074/jbc.M803650200
10.1074/jbc.M803702200
10.1074/jbc.M803709200
10.1074/jbc.M803808200
10.1074/jbc.M803957200
10.1074/jbc.M803997200
10.1074/jbc.M804039200
10.1074/jbc.M804084200
10.1074/jbc.M804120200
10.1074/jbc.M804146200
10.1074/jbc.M804167200
10.1074/jbc.M804200200
10.1074/jbc.M804207200
10.1074/jbc.M804259200
10.1074/jbc.M804279200
10.1074/jbc.M804280200
10.1074/jbc.M804296200
10.1074/jbc.M804340200
10.1074/jbc.M804380200
10.1074/jbc.M804393200
10.1074/jbc.M804413200
10.1074/jbc.M804440200
10.1074/jbc.M804505200
10.1074/jbc.M804573200
10.1074/jbc.M804597200
10.1074/jbc.M804612200
10.1074/jbc.M804613200
10.1074/jbc.M804633200
10.1074/jbc.M804659200
10.1074/jbc.M804665200
10.1074/jbc.M804704200
10.1074/jbc.M804713200
10.1074/jbc.M804753200
10.1074/jbc.M804788200
10.1074/jbc.M804795200
10.1074/jbc.M804831200
10.1074/jbc.M804857200
10.1074/jbc.M804901200
10.1074/jbc.M804994200
10.1074/jbc.M805061200
10.1074/jbc.M805062200
10.1074/jbc.M805144200
10.1074/jbc.M805186200
10.1074/jbc.M805200200
10.1074/jbc.M805330200
10.1074/jbc.M805337200
10.1074/jbc.M805345200
10.1074/jbc.M805376200
10.1074/jbc.M805459200
10.1074/jbc.M805476200
10.1074/jbc.M805507200
10.1074/jbc.M805611200
10.1074/jbc.M805725200
10.1074/jbc.M805761200
10.1074/jbc.M805768200
10.1074/jbc.M805783200
10.1074/jbc.M805874200
10.1074/jbc.M805919200
10.1074/jbc.M805935200
10.1074/jbc.M805971200
10.1074/jbc.M805999200
10.1074/jbc.M806025200
10.1074/jbc.M806041200
10.1074/jbc.M806045200
10.1074/jbc.M806050200
10.1074/jbc.M806061200
10.1074/jbc.M806101200
10.1074/jbc.M806108200
10.1074/jbc.M806121200
10.1074/jbc.M806122200
10.1074/jbc.M806137200
10.1074/jbc.M806143200
10.1074/jbc.M806152200
10.1074/jbc.M806194200
10.1074/jbc.M806209200
10.1074/jbc.M806277200
10.1074/jbc.M806285200
10.1074/jbc.M806317200
10.1074/jbc.M806322200
10.1074/jbc.M806389200
10.1074/jbc.M806407200
10.1074/jbc.M806409200
10.1074/jbc.M806410200
10.1074/jbc.M806480200
10.1074/jbc.M806481200
10.1074/jbc.M806513200
10.1074/jbc.M806514200
10.1074/jbc.M806516200
10.1074/jbc.M806537200
10.1074/jbc.M806539200
10.1074/jbc.M806551200
10.1074/jbc.M806563200
10.1074/jbc.M806578200
10.1074/jbc.M806676200
10.1074/jbc.M806776200
10.1074/jbc.M806778200
10.1074/jbc.M806796200
10.1074/jbc.M806860200
10.1074/jbc.M806903200
10.1074/jbc.M806907200
10.1074/jbc.M806916200
10.1074/jbc.M806936200
10.1074/jbc.M806947200
10.1074/jbc.M807006200
10.1074/jbc.M807017200
10.1074/jbc.M807061200
10.1074/jbc.M807098200
10.1074/jbc.M807117200
10.1074/jbc.M807124200
10.1074/jbc.M807143200
10.1074/jbc.M807220200
10.1074/jbc.M807303200
10.1074/jbc.M807325200
10.1074/jbc.M807351200
10.1074/jbc.M807354200
10.1074/jbc.M807366200
10.1074/jbc.M807395200
10.1074/jbc.M807414200
10.1074/jbc.M807438200
10.1074/jbc.M807442200
10.1074/jbc.M807527200
10.1074/jbc.M807529200
10.1074/jbc.M807534200
10.1074/jbc.M807569200
10.1074/jbc.M807698200
10.1074/jbc.M807709200
10.1074/jbc.M807722200
10.1074/jbc.M807753200
10.1074/jbc.M807791200
10.1074/jbc.M807797200
10.1074/jbc.M807821200
10.1074/jbc.M807890200
10.1074/jbc.M807898200
10.1074/jbc.M807938200
10.1074/jbc.M808020200
10.1074/jbc.M808032200
10.1074/jbc.M808067200
10.1074/jbc.M808106200
10.1074/jbc.M808113200
10.1074/jbc.M808119200
10.1074/jbc.M808128200
10.1074/jbc.M808182200
10.1074/jbc.M808222200
10.1074/jbc.M808231200
10.1074/jbc.M808262200
10.1074/jbc.M808263200
10.1074/jbc.M808303200
10.1074/jbc.M808325200
10.1074/jbc.M808327200
10.1074/jbc.M808333200
10.1074/jbc.M808363200
10.1074/jbc.M808387200
10.1074/jbc.M808426200
10.1074/jbc.M808506200
10.1074/jbc.M808507200
10.1074/jbc.M808531200
10.1074/jbc.M808541200
10.1074/jbc.M808583200
10.1074/jbc.M808620200
10.1074/jbc.M808665200
10.1074/jbc.M808698200
10.1074/jbc.M808719200
10.1074/jbc.M808761200
10.1074/jbc.M808786200
10.1074/jbc.M808788200
10.1074/jbc.M808798200
10.1074/jbc.M808843200
10.1074/jbc.M808850200
10.1074/jbc.M808872200
10.1074/jbc.M808916200
10.1074/jbc.M808974200
10.1074/jbc.M809013200
10.1074/jbc.M809045200
10.1074/jbc.M809152200
10.1074/jbc.M809196200
10.1074/jbc.M809221200
10.1074/jbc.M809233200
10.1074/jbc.M809259200
10.1074/jbc.M809268200
10.1074/jbc.M809333200
10.1074/jbc.M809366200
10.1074/jbc.M809436200
10.1074/jbc.M809500200
10.1074/jbc.M809712200
10.1074/jbc.M809725200
10.1074/jbc.M809757200
10.1074/jbc.M900039200
10.1074/jbc.M900070200
10.1074/jbc.M900080200
10.1074/jbc.M900110200
10.1074/jbc.M900485200
10.1074/jbc.M900573200
10.1074/jbc.M900719200
10.1074/jbc.M900724200
10.1074/jbc.M900754200
10.1074/jbc.M900843200
10.1074/jbc.M900927200
10.1074/jbc.M900981200
10.1074/jbc.M901154200
10.1074/jbc.M901177200
10.1074/jbc.M901255200
10.1074/jbc.M901619200
10.1074/jbc.M905251199
10.1074/jbc.M905410199
10.1074/jbc.M905616199
10.1074/jbc.M907269199
10.1074/jbc.M907300199
10.1074/jbc.M907412199
10.1074/jbc.M907915199
10.1074/jbc.M907971199
10.1074/jbc.M908048199
10.1074/jbc.M908297199
10.1074/jbc.M908382199
10.1074/jbc.M908437199
10.1074/jbc.M908449199
10.1074/jbc.M908473199
10.1074/jbc.M908622199
10.1074/jbc.M908846199
10.1074/jbc.M908925199
10.1074/jbc.M908930199
10.1074/jbc.M908944199
10.1074/jbc.M908988199
10.1074/jbc.M908994199
10.1074/jbc.M909012199
10.1074/jbc.M909040199
10.1074/jbc.M909058199
10.1074/jbc.M909099199
10.1074/jbc.M909107199
10.1074/jbc.M909168199
10.1074/jbc.M909256199
10.1074/jbc.M909259199
10.1074/jbc.M909302199
10.1074/jbc.M909309199
10.1074/jbc.M909316199
10.1074/jbc.M909368199
10.1074/jbc.M909383199
10.1074/jbc.M909462199
10.1074/jbc.M909488199
10.1074/jbc.M909494199
10.1074/jbc.M909512199
10.1074/jbc.M909600199
10.1074/jbc.M909620199
10.1074/jbc.M909629199
10.1074/jbc.M909632199
10.1074/jbc.M909633199
10.1074/jbc.M909642199
10.1074/jbc.M909735199
10.1074/jbc.M909741199
10.1074/jbc.M909757199
10.1074/jbc.M909762199
10.1074/jbc.M909764199
10.1074/jbc.M909782199
10.1074/jbc.M909794199
10.1074/jbc.M909826199
10.1074/jbc.M909828199
10.1074/jbc.M909857199
10.1074/jbc.M909882199
10.1074/jbc.M909887199
10.1074/jbc.M909965199
10.1074/jbc.M910000199
10.1074/jbc.M910025199
10.1074/jbc.M910060199
10.1074/jbc.M910079199
10.1074/jbc.M910084199
10.1074/jbc.M910099199
10.1074/jbc.M910105199
10.1074/jbc.M910111199
10.1074/jbc.M910119199
10.1074/jbc.M910126199
10.1074/jbc.M910152199
10.1074/jbc.M910179199
10.1074/jbc.M910187199
10.1074/jbc.M910204199
10.1074/jbc.M910211199
10.1074/jbc.M910228199
10.1074/jbc.M910297199
10.1074/jbc.M910306199
10.1074/jbc.M910346199
10.1074/jbc.M910378199
10.1074/jbc.M910392199
10.1074/jbc.M910406199
10.1074/jbc.M910430199
10.1074/jbc.M910438199
10.1074/jbc.O110.000232
10.1074/jbc.O110.000234
10.1074/jbc.O110.000242
10.1074/jbc.O111.000247
10.1074/jbc.O112.000248
10.1074/jbc.R000003200
10.1074/jbc.R000005200
10.1074/jbc.R000021200
10.1074/jbc.R000025200
10.1074/jbc.R000031200
10.1074/jbc.R100001200
10.1074/jbc.R100005200
10.1074/jbc.R100016200
10.1074/jbc.R100022200
10.1074/jbc.R100023200
10.1074/jbc.R100026200
10.1074/jbc.R100036200
10.1074/jbc.R100042200
10.1074/jbc.R100043200
10.1074/jbc.R100047200
10.1074/jbc.R100051200
10.1074/jbc.R100053200
10.1074/jbc.R100054200
10.1074/jbc.R100056200
10.1074/jbc.R100065200
10.1074/jbc.R109.001602
10.1074/jbc.R109.009936
10.1074/jbc.R109.019273
10.1074/jbc.R109.023820
10.1074/jbc.R109.025544
10.1074/jbc.R109.041087
10.1074/jbc.R109.052340
10.1074/jbc.R109.059972
10.1074/jbc.R109.072181
10.1074/jbc.R109.091306
10.1074/jbc.R109.097600
10.1074/jbc.R110.112771
10.1074/jbc.R110.118679
10.1074/jbc.R110.125294
10.1074/jbc.R110.141408
10.1074/jbc.R110.159079
10.1074/jbc.R110.174268
10.1074/jbc.R110.197046
10.1074/jbc.R111.241976
10.1074/jbc.R111.271999
10.1074/jbc.R111.288308
10.1074/jbc.R111.311829
10.1074/jbc.R111.324962
10.1074/jbc.R112.416925
10.1074/jbc.R112.429274
10.1074/jbc.R112.441386
10.1074/jbc.R112.444158
10.1074/jbc.R113.479519
10.1074/jbc.R113.479808
10.1074/jbc.R113.529412
10.1074/jbc.R114.557314
10.1074/jbc.R114.579607
10.1074/jbc.R114.609198
10.1074/jbc.R114.609248
10.1074/jbc.R115.648691
10.1074/jbc.R115.662627
10.1074/jbc.R115.675280
10.1074/jbc.R115.685990
10.1074/jbc.R116.722710
10.1074/jbc.R200002200
10.1074/jbc.R200004200
10.1074/jbc.R200006200
10.1074/jbc.R200007200
10.1074/jbc.R200008200
10.1074/jbc.R200009200
10.1074/jbc.R200010200
10.1074/jbc.R200014200
10.1074/jbc.R200015200
10.1074/jbc.R200019200
10.1074/jbc.R200021200
10.1074/jbc.R300001200
10.1074/jbc.R300008200
10.1074/jbc.R300010200
10.1074/jbc.R300017200
10.1074/jbc.R300018200
10.1074/jbc.R300025200
10.1074/jbc.R300030200
10.1074/jbc.R300033200
10.1074/jbc.R300034200
10.1074/jbc.R300035200
10.1074/jbc.R300038200
10.1074/jbc.R300039200
10.1074/jbc.R400001200
10.1074/jbc.R400003200
10.1074/jbc.R400004200
10.1074/jbc.R400011200
10.1074/jbc.R400020200
10.1074/jbc.R400023200
10.1074/jbc.R400029200
10.1074/jbc.R400031200
10.1074/jbc.R400032200
10.1074/jbc.R400034200
10.1074/jbc.R400037200
10.1074/jbc.R400039200
10.1074/jbc.R400040200
10.1074/jbc.R500005200
10.1074/jbc.R500017200
10.1074/jbc.R500020200
10.1074/jbc.R500027200
10.1074/jbc.R500030200
10.1074/jbc.R500031200
10.1074/jbc.R500032200
10.1074/jbc.R600003200
10.1074/jbc.R600006200
10.1074/jbc.R600008200
10.1074/jbc.R600010200
10.1074/jbc.R600011200
10.1074/jbc.R600015200
10.1074/jbc.R600021200
10.1074/jbc.R600023200
10.1074/jbc.R600026200
10.1074/jbc.R600027200
10.1074/jbc.R600028200
10.1074/jbc.R600033200
10.1074/jbc.R700001200
10.1074/jbc.R700004200
10.1074/jbc.R700005200
10.1074/jbc.R700006200
10.1074/jbc.R700007200
10.1074/jbc.R700009200
10.1074/jbc.R700016200
10.1074/jbc.R700019200
10.1074/jbc.R700026200
10.1074/jbc.R700028200
10.1074/jbc.R700029200
10.1074/jbc.R700030200
10.1074/jbc.R700037200
10.1074/jbc.R700039200
10.1074/jbc.R700042200
10.1074/jbc.R700048200
10.1074/jbc.R800005200
10.1074/jbc.R800007200
10.1074/jbc.R800027200
10.1074/jbc.R800036200
10.1074/jbc.R800036200"/>
10.1074/jbc.R800036200">{{cite
10.1074/jbc.R800039200
10.1074/jbc.R800041200
10.1074/jbc.R800042200
10.1074/jbc.R800058200
10.1074/jbc.R800059200
10.1074/jbc.R800061200
10.1074/jbc.R800062200
10.1074/jbc.R800065200
10.1074/jbc.R800067200
10.1074/jbc.R800070200
10.1074/jbc.R800078200
10.1074/jbc.R800080200
10.1074/jbc.R900010200
10.1074/jbc.R900012200
10.1074/jbc.R900017200
10.1074/jbc.RA117.001143
10.1074/jbc.X109.007518
10.1074/jbc.X109.029389
10.1074/jbc.X110.205633
10.1074/jbc.X111.287250
10.1074/jbc.X112.381681
10.1074/jbc.X112.422337
10.1074/jbc.X112.442855
10.1074/jbc.X113.471722
10.1074/jbc.X200001200
10.1074/jbc.X200008200
10.1074/jbc.X200010200
10.1074/jbc.X300002200
10.1074/jbc.X300005200
10.1074/jbc.X300006200
10.1074/jbc.X400002200
10.1074/jbc.X400003200
10.1074/jbc.X400007200
10.1074/jbc.X400013200
10.1074/jbc.X500006200
10.1074/jbc.X700001200
10.1074/jbc.X800009200
10.1074/jbc.X800011200
10.1074/jbc.c000831200
10.1074/jbc.c100472200
10.1074/jbc.c109.084921
10.1074/jbc.c111.296707
10.1074/jbc.c111.310847
10.1074/jbc.c113.502336
10.1074/jbc.c200348200
10.1074/jbc.c300054200
10.1074/jbc.c300269200
10.1074/jbc.c400375200
10.1074/jbc.c700195200
10.1074/jbc.c900020200
10.1074/jbc.m001042200
10.1074/jbc.m002208200
10.1074/jbc.m002232200
10.1074/jbc.m002328200
10.1074/jbc.m002544200
10.1074/jbc.m002547200
10.1074/jbc.m003113200
10.1074/jbc.m003404200
10.1074/jbc.m004253200
10.1074/jbc.m004673200
10.1074/jbc.m004674200
10.1074/jbc.m005925200
10.1074/jbc.m006454200
10.1074/jbc.m007406200
10.1074/jbc.m007407200
10.1074/jbc.m007514200
10.1074/jbc.m007719200
10.1074/jbc.m008964200
10.1074/jbc.m009865200
10.1074/jbc.m010188200
10.1074/jbc.m010562200
10.1074/jbc.m010896200
10.1074/jbc.m011421200
10.1074/jbc.m011481200
10.1074/jbc.m011698200
10.1074/jbc.m100097200
10.1074/jbc.m100378200
10.1074/jbc.m100540200
10.1074/jbc.m101714200
10.1074/jbc.m102440200
10.1074/jbc.m103131200
10.1074/jbc.m103334200
10.1074/jbc.m105653200
10.1074/jbc.m106150200
10.1074/jbc.m106387200
10.1074/jbc.m106862200
10.1074/jbc.m106960200
10.1074/jbc.m106961200
10.1074/jbc.m106962200
10.1074/jbc.m107611200
10.1074/jbc.m107850200
10.1074/jbc.m107882200
10.1074/jbc.m109.001503
10.1074/jbc.m109.002733
10.1074/jbc.m109.007120
10.1074/jbc.m109.007666
10.1074/jbc.m109.009696
10.1074/jbc.m109.016006
10.1074/jbc.m109.017202
10.1074/jbc.m109.020024
10.1074/jbc.m109.024711
10.1074/jbc.m109.027425
10.1074/jbc.m109.029850
10.1074/jbc.m109.032144
10.1074/jbc.m109.052969
10.1074/jbc.m109.056226
10.1074/jbc.m109.058081
10.1074/jbc.m109.065979
10.1074/jbc.m109.066373
10.1074/jbc.m109.070391
10.1074/jbc.m109.073320
10.1074/jbc.m109.084244
10.1074/jbc.m109.091553
10.1074/jbc.m109.092536
10.1074/jbc.m109.098871
10.1074/jbc.m109236200
10.1074/jbc.m109730200
10.1074/jbc.m110.102715
10.1074/jbc.m110.107177
10.1074/jbc.m110.112912
10.1074/jbc.m110.113092
10.1074/jbc.m110.113761
10.1074/jbc.m110.115386
10.1074/jbc.m110.120600
10.1074/jbc.m110.122226
10.1074/jbc.m110.135640
10.1074/jbc.m110.138719
10.1074/jbc.m110.147868
10.1074/jbc.m110.153106
10.1074/jbc.m110.160499
10.1074/jbc.m110.165845
10.1074/jbc.m110.179515
10.1074/jbc.m110.186064
10.1074/jbc.m110.186072
10.1074/jbc.m110.187831
10.1074/jbc.m110.198317
10.1074/jbc.m110.205849
10.1074/jbc.m110.206433
10.1074/jbc.m110.208017
10.1074/jbc.m110.217703
10.1074/jbc.m110715200
10.1074/jbc.m110958200
10.1074/jbc.m111.218560
10.1074/jbc.m111.228213
10.1074/jbc.m111.229922
10.1074/jbc.m111.231787
10.1074/jbc.m111.238774
10.1074/jbc.m111.243907
10.1074/jbc.m111.244715
10.1074/jbc.m111.247973
10.1074/jbc.m111.248831
10.1074/jbc.m111.251736
10.1074/jbc.m111.265652
10.1074/jbc.m111.273607
10.1074/jbc.m111.281527
10.1074/jbc.m111.302703
10.1074/jbc.m111.306860
10.1074/jbc.m111.312199
10.1074/jbc.m111.313809
10.1074/jbc.m111.316059
10.1074/jbc.m111.317669
10.1074/jbc.m111.321448
10.1074/jbc.m111.323485
10.1074/jbc.m111.336081
10.1074/jbc.m111039200
10.1074/jbc.m111466200
10.1074/jbc.m111541200
10.1074/jbc.m111807200
10.1074/jbc.m112.341479
10.1074/jbc.m112.357129
10.1074/jbc.m112.359976
10.1074/jbc.m112.362632
10.1074/jbc.m112.363218
10.1074/jbc.m112.366955
10.1074/jbc.m112.368415
10.1074/jbc.m112.378521
10.1074/jbc.m112.380139
10.1074/jbc.m112.381897
10.1074/jbc.m112.388538
10.1074/jbc.m112.389338
10.1074/jbc.m112.400002
10.1074/jbc.m112.418392
10.1074/jbc.m112.423806
10.1074/jbc.m112.427997
10.1074/jbc.m112.428409
10.1074/jbc.m112.429423
10.1074/jbc.m112.432609
10.1074/jbc.m112.438895
10.1074/jbc.m112228200
10.1074/jbc.m112267200
10.1074/jbc.m113.475798
10.1074/jbc.m113.484659
10.1074/jbc.m113.510933
10.1074/jbc.m113.520213
10.1074/jbc.m113.520577
10.1074/jbc.m113.535641
10.1074/jbc.m113.536102
10.1074/jbc.m114.549782
10.1074/jbc.m114.553255
10.1074/jbc.m114.559302
10.1074/jbc.m114.560748
10.1074/jbc.m114.561076
10.1074/jbc.m114.577148
10.1074/jbc.m114.585539
10.1074/jbc.m114.591388
10.1074/jbc.m114.602870
10.1074/jbc.m115.641803
10.1074/jbc.m115.664037
10.1074/jbc.m115.668384
10.1074/jbc.m115.696450
10.1074/jbc.m115.700484
10.1074/jbc.m115.702373
