10.1007/s10152-010-0220-5
10.1007/s10152-012-0301-8
10.1007/s10152-013-0357-0
10.1007/s10152-014-0383-6
10.1007/s10152-014-0422-3
10.1007/s10152-015-0429-4
10.1007/s101520050009
10.1007/s10152–008–0141–8
10.1007/s10156-005-0408-9
10.1007/s10156-006-0501-8
10.1007/s10156-008-0622-3
10.1007/s10156-009-0669-9
10.1007/s10156-010-0062-8
10.1007/s10156-010-0067-3
10.1007/s10156-010-0170-5
10.1007/s10156-011-0288-0
10.1007/s10156-011-0299-x
10.1007/s10156-011-0335-x
10.1007/s10156-012-0513-5
10.1007/s10156-012-0524-2
10.1007/s10156-012-0547-8
10.1007/s101560050001
10.1007/s101560050034
10.1007/s10157-003-0231-5
10.1007/s10157-003-0244-0
10.1007/s10157-003-0271-x
10.1007/s10157-004-0288-9
10.1007/s10157-005-0368-5
10.1007/s10157-005-0397-0
10.1007/s10157-007-0012-7
10.1007/s10157-008-0043-8
10.1007/s10157-008-0059-0
10.1007/s10157-010-0326-8
10.1007/s10157-011-0494-1
10.1007/s10157-011-0496-z
10.1007/s10157-011-0506-1
10.1007/s10157-014-0935-8
10.1007/s10157-015-1086-2
10.1007/s10158-007-0053-3
10.1007/s10158-010-0099-5
10.1007/s10158-013-0150-4
10.1007/s10158-013-0165-x
10.1007/s10162-002-3007-9
10.1007/s10162-003-4042-x
10.1007/s10162-005-0008-5
10.1007/s10162-005-0021-8
10.1007/s10162-005-0026-3
10.1007/s10162-006-0033-z
10.1007/s10162-006-0060-9
10.1007/s10162-007-0082-y
10.1007/s10162-008-0136-9
10.1007/s10162-008-0143-x
10.1007/s10162-009-0169-8
10.1007/s10162-010-0223-6
10.1007/s10162-010-0230-7
10.1007/s10162-011-0271-6
10.1007/s10162-011-0273-4
10.1007/s10162-011-0284-1
10.1007/s10162-012-0331-6
10.1007/s10162-012-0334-3
10.1007/s10162-012-0349-9
10.1007/s10162-013-0411-2
10.1007/s10162-014-0466-8
10.1007/s10162-017-0627-7
10.1007/s101620010008
10.1007/s101620010043
10.1007/s101620010054
10.1007/s101620020049
10.1007/s10163-008-0226-0
10.1007/s10163-014-0241-2
10.1007/s10163-014-0256-8
10.1007/s10164-002-0048-9
10.1007/s10164-002-0063-x
10.1007/s10164-002-0066-7
10.1007/s10164-004-0119-1
10.1007/s10164-005-0145-7
10.1007/s10164-005-0162-6
10.1007/s10164-005-0188-9
10.1007/s10164-005-0190-2
10.1007/s10164-006-0019-7
10.1007/s10164-006-0030-z
10.1007/s10164-006-0193-7
10.1007/s10164-007-0034-3
10.1007/s10164-007-0049-9
10.1007/s10164-007-0053-0
10.1007/s10164-007-0070-z
10.1007/s10164-007-0078-4
10.1007/s10164-007-0079-3
10.1007/s10164-007-0082-8
10.1007/s10164-008-0087-y
10.1007/s10164-008-0089-9
10.1007/s10164-008-0105-0
10.1007/s10164-008-0111-2
10.1007/s10164-009-0159-7
10.1007/s10164-009-0163-y
10.1007/s10164-009-0185-5
10.1007/s10164-009-0190-8
10.1007/s10164-009-0191-7
10.1007/s10164-009-0199-z
10.1007/s10164-010-0214-4
10.1007/s10164-010-0219-z
10.1007/s10164-010-0228-y
10.1007/s10164-010-0241-1
10.1007/s10164-010-0258-5
10.1007/s10164-011-0285-x
10.1007/s10164-012-0341-1
10.1007/s10164-012-0343-z
10.1007/s10164-012-0348-7
10.1007/s10164-013-0374-0
10.1007/s10164-013-0391-z
10.1007/s10164-014-0413-5
10.1007/s10164-015-0425-9
10.1007/s10164-016-0458-8
10.1007/s10164-016-0462-z
10.1007/s10164-016-0489-1
10.1007/s10164-016-0492-6
10.1007/s10165-006-0471-9
10.1007/s10165-006-0555-6
10.1007/s10165-008-0034-3
10.1007/s10165-008-0130-4
10.1007/s10165-009-0210-0
10.1007/s10165-011-0475-y
10.1007/s10165-011-0508-6
10.1007/s10165-012-0708-8
10.1007/s10165-012-0715-9
10.1007/s10182-006-0236-y
10.1007/s10182-008-0057-2
10.1007/s10182-010-0148-8
10.1007/s10182-012-0197-2
10.1007/s10194-004-0065-x
10.1007/s10194-005-0153-6
10.1007/s10194-005-0158-1
10.1007/s10194-005-0165-2
10.1007/s10194-005-0185-y
10.1007/s10194-005-0194-x
10.1007/s10194-006-0291-5
10.1007/s10194-006-0340-0
10.1007/s10194-007-0370-2
10.1007/s10194-007-0408-5
10.1007/s10194-007-0421-8
10.1007/s10194-007-0427-2
10.1007/s10194-008-0011-4
