10.1093/ps/82.6.992
10.1093/ps/83.6.901
10.1093/ps/83.7.1148
10.1093/ps/84.1.56
10.1093/ps/84.12.1967
10.1093/ps/85.4.593
10.1093/ps/85.6.960
10.1093/ps/86.1.2
10.1093/ps/86.4.714
10.1093/ps/86.6.1070
10.1093/ps/86.6.1273
10.1093/ps/86.7.1460
10.1093/ptep/pts043
10.1093/ptep/pts083
10.1093/ptep/pts102
10.1093/ptep/ptu028
10.1093/ptep/ptv122
10.1093/ptep/ptw110
10.1093/ptj/65.9.1332
10.1093/ptj/77.2.132
10.1093/ptj/81.8.1455
10.1093/ptj/85.3.257
10.1093/ptr/10.4.450
10.1093/ptr/8.3.264
10.1093/ptr/kpg041
10.1093/publius/pji016
10.1093/publius/pjj011
10.1093/publius/pjj012
10.1093/publius/pjn001
10.1093/publius/pjn013
10.1093/publius/pjq001
10.1093/publius/pjq014
10.1093/publius/pjr052
10.1093/publius/pjw016
10.1093/pubmed/21.4.412
10.1093/pubmed/24.3.242
10.1093/pubmed/fdg010
10.1093/pubmed/fdg021
10.1093/pubmed/fdg031
10.1093/pubmed/fdh124
10.1093/pubmed/fdi011
10.1093/pubmed/fdi031
10.1093/pubmed/fdi066
10.1093/pubmed/fdm037
10.1093/pubmed/fdm057
10.1093/pubmed/fdm063
10.1093/pubmed/fdn022
10.1093/pubmed/fdp054
10.1093/pubmed/fdp074
10.1093/pubmed/fdp078
10.1093/pubmed/fdr025
10.1093/pubmed/fdr030
10.1093/pubmed/fdr070
10.1093/pubmed/fds092
10.1093/pubmed/fdt004
10.1093/pubmed/fdt009
10.1093/pubmed/fdt045
10.1093/pubmed/fdt101
10.1093/pubmed/fdu038
10.1093/pubmed/fdu055
10.1093/pubmed/fdv031
10.1093/pubmed/fdx022
10.1093/pubmed/fdx022/3089818/First-International-Public-Health-Film-Com
10.1093/pubmed/fdx167
10.1093/pubmed/fdx167/4683964
10.1093/qje/100.Supplement.823
10.1093/qje/120.2.701
10.1093/qje/120.3.791
10.1093/qje/120.3.917
10.1093/qje/121.1.31
10.1093/qje/121.1.79
10.1093/qje/121.4.1133
10.1093/qje/121.4.1283
10.1093/qje/121.4.1437
10.1093/qje/qje027
10.1093/qje/qjq001
10.1093/qje/qjq002
10.1093/qje/qjq004
10.1093/qje/qjq010
10.1093/qje/qjr009
10.1093/qje/qjr011
10.1093/qje/qjr017
10.1093/qje/qjr028
10.1093/qje/qjr035
10.1093/qje/qjr041
10.1093/qje/qjr043
10.1093/qje/qjr044
10.1093/qje/qjr049
10.1093/qje/qjr050
10.1093/qje/qjr055
10.1093/qje/qjr057
10.1093/qje/qjs014
10.1093/qje/qjs023
10.1093/qje/qjs026
10.1093/qje/qjs028
10.1093/qje/qjs043
10.1093/qje/qjs077
10.1093/qje/qjt005
10.1093/qje/qjt019
10.1093/qje/qjt021
10.1093/qje/qjt032
10.1093/qje/qjt057
10.1093/qje/qju011
10.1093/qje/qju020
10.1093/qje/qju037
10.1093/qje/qjv003
10.1093/qje/qjv030
10.1093/qje/qjv034
10.1093/qje/qjw002
10.1093/qje/qjw013
10.1093/qje/qjw017
10.1093/qje/qjw022
10.1093/qje/qjx026
10.1093/qje/qjx026/3950283/Clans-Guilds-and-Markets-Apprenticeship
10.1093/qje/qjx029
10.1093/qje/qjx047
10.1093/qje/qjx047/4705908
10.1093/qjmam/1.1.287
10.1093/qjmam/1.1.287"/>
10.1093/qjmam/1.1.287">{{Cite
10.1093/qjmam/11.3.326
10.1093/qjmam/15.3.265
10.1093/qjmam/2.2.182
10.1093/qjmam/26.2.235
10.1093/qjmam/26.3.285
10.1093/qjmam/26.4.483
10.1093/qjmam/27.4.465
10.1093/qjmam/3.1.107
10.1093/qjmam/30.1.91
10.1093/qjmam/35.3.305
10.1093/qjmam/35.3.419
10.1093/qjmam/45.4.515
10.1093/qjmam/50.4.497
10.1093/qjmam/6.2.186
10.1093/qjmam/9.2.249
10.1093/qjmath/52.2.231
10.1093/qjmath/53.1.59
10.1093/qjmed/86.8.513
10.1093/qjmed/89.10.737
10.1093/qjmed/89.4.285
10.1093/qjmed/89.7.523
10.1093/qjmed/89.7.553
10.1093/qjmed/90.1.61
10.1093/qjmed/90.12.801
10.1093/qjmed/90.3.213
10.1093/qjmed/90.3.223
10.1093/qjmed/90.7.443
10.1093/qjmed/91.3.171
10.1093/qjmed/92.1.15
10.1093/qjmed/92.1.5
10.1093/qjmed/92.10.587
10.1093/qjmed/92.3.125
10.1093/qjmed/92.3.177
10.1093/qjmed/92.4.193
10.1093/qjmed/92.7.365
10.1093/qjmed/92.9.483
10.1093/qjmed/93.11.715
10.1093/qjmed/93.2.63
10.1093/qjmed/93.2.99
10.1093/qjmed/93.6.351
10.1093/qjmed/93.9.575
10.1093/qjmed/93.9.633
10.1093/qjmed/94.10.521
10.1093/qjmed/94.8.429
10.1093/qjmed/95.10.677
10.1093/qjmed/95.11.723
10.1093/qjmed/95.12.769
10.1093/qjmed/95.2.133
10.1093/qjmed/95.4.225
10.1093/qjmed/95.8.493
10.1093/qjmed/95.8.527
10.1093/qjmed/95.9.609
10.1093/qjmed/hcg002
10.1093/qjmed/hcg004
10.1093/qjmed/hcg027
10.1093/qjmed/hcg062
10.1093/qjmed/hcg096
10.1093/qjmed/hcg103
10.1093/qjmed/hcg109
10.1093/qjmed/hcg112
10.1093/qjmed/hcg136
10.1093/qjmed/hch037
10.1093/qjmed/hch078
10.1093/qjmed/hch082
10.1093/qjmed/hch118
10.1093/qjmed/hci027
10.1093/qjmed/hci042
10.1093/qjmed/hci054
10.1093/qjmed/hci060
10.1093/qjmed/hci071
10.1093/qjmed/hci138
10.1093/qjmed/hci146
10.1093/qjmed/hci155
10.1093/qjmed/hcl007
10.1093/qjmed/hcl034
10.1093/qjmed/hcl057
10.1093/qjmed/hcl085
10.1093/qjmed/hcl108
10.1093/qjmed/hcl123
10.1093/qjmed/hcm037
10.1093/qjmed/hcm052
10.1093/qjmed/hcm100
10.1093/qjmed/hcm108
10.1093/qjmed/hcn003
10.1093/qjmed/hcn048
10.1093/qjmed/hcn077
10.1093/qjmed/hcn123
10.1093/qjmed/hcn167
10.1093/qjmed/hcp002
10.1093/qjmed/hcp005
10.1093/qjmed/hcp015
10.1093/qjmed/hcp026
10.1093/qjmed/hcp075
10.1093/qjmed/hcp114
10.1093/qjmed/hcp119
10.1093/qjmed/hcp152
10.1093/qjmed/hcp176
10.1093/qjmed/hcp196
10.1093/qjmed/hcq121
10.1093/qjmed/hcq134
10.1093/qjmed/hcq165
10.1093/qjmed/hcq207
10.1093/qjmed/hcq214
10.1093/qjmed/hcr116
10.1093/qjmed/hcr195
10.1093/qjmed/hcs134
10.1093/qjmed/hcs139
10.1093/qjmed/hcs145
10.1093/qjmed/hcs234
10.1093/qjmed/hct132
10.1093/qjmed/hcu113
10.1093/qjmed/hcu195
10.1093/qjmed/hcu227
10.1093/qjmed/hcv049
10.1093/qjmed/hcw046
10.1093/qjmed/hcw048
10.1093/qjmed/hcw055
10.1093/qjmed/hcw104
10.1093/qjmed/hcw195
10.1093/qjmed/hcw219
10.1093/qjmed/os-118.69.93
10.1093/qmath/1.1.176
10.1093/qmath/1.1.288
10.1093/qmath/10.1.296
10.1093/qmath/10.1.92
10.1093/qmath/12.1.283
10.1093/qmath/12.1.285
10.1093/qmath/12.1.313
10.1093/qmath/13.1.55
10.1093/qmath/13.1.7
10.1093/qmath/17.1.31
10.1093/qmath/17.1.367
10.1093/qmath/17.1.7
10.1093/qmath/18.1.81
10.1093/qmath/2.1.216
10.1093/qmath/2.1.221
10.1093/qmath/20.1.235
10.1093/qmath/22.1.73
10.1093/qmath/22.3.321
10.1093/qmath/22.4.551
10.1093/qmath/27.4.433
10.1093/qmath/28.2.213
10.1093/qmath/28.4.417
10.1093/qmath/30.3.301
10.1093/qmath/30.3.315
10.1093/qmath/32.3.349
10.1093/qmath/33.4.493
10.1093/qmath/34.2.171
10.1093/qmath/36.1.17
10.1093/qmath/36.4.451
10.1093/qmath/38.4.385
10.1093/qmath/4.1.150
10.1093/qmath/44.3.355
10.1093/qmath/47.1.41
10.1093/qmath/48.1.107
10.1093/qmath/7.1.57
10.1093/qmath/hag025
10.1093/qmath/hah006
10.1093/qmath/hah033
10.1093/qmath/hai023
10.1093/qmath/ham021
10.1093/qmath/haq002
10.1093/qmath/har001
10.1093/qmath/hav006
