10.1034/j.1600-0412.2003.820107.x
10.1034/j.1600-0420.1998.760416.x
10.1034/j.1600-0420.1999.770121.x
10.1034/j.1600-0420.2000.078006656.x
10.1034/j.1600-0420.2002.800104.x
10.1034/j.1600-0420.2002.800104.x/full/
10.1034/j.1600-0420.2002.800107.x
10.1034/j.1600-0420.2002.800203.x/full
10.1034/j.1600-0420.2002.800206.x
10.1034/j.1600-0420.2003.00024.x
10.1034/j.1600-0420.2003.00125.x
10.1034/j.1600-0447.108.s417.4.x
10.1034/j.1600-0447.108.s418.13.x
10.1034/j.1600-0447.108.s418.8.x
10.1034/j.1600-0447.2000.00016.x
10.1034/j.1600-0447.2000.102003217.x
10.1034/j.1600-0447.2000.102004256.x
10.1034/j.1600-0447.2000.102005321.x
10.1034/j.1600-0447.2001.00008.x
10.1034/j.1600-0447.2001.00078.x
10.1034/j.1600-0447.2001.00131.x
10.1034/j.1600-0447.2001.00240.x
10.1034/j.1600-0447.2001.1040s2041.x
10.1034/j.1600-0447.2001.1040s2102.x
10.1034/j.1600-0447.2002.01250.x
10.1034/j.1600-0447.2002.01463.x
10.1034/j.1600-0447.2002.02255.x
10.1034/j.1600-0447.2002.02255.x/abstract
10.1034/j.1600-0447.2002.0_011.x
10.1034/j.1600-0447.2002.2c257a.x
10.1034/j.1600-0447.2003.00053.x
10.1034/j.1600-0447.2003.00147.x
10.1034/j.1600-0447.2003.00151.x
10.1034/j.1600-0447.2003.00154.x
10.1034/j.1600-0447.2003.00204.x
10.1034/j.1600-0455.2000.041003288.x
10.1034/j.1600-0463.2001.090305.x
10.1034/j.1600-0463.2001.090507.x
10.1034/j.1600-0463.2002.1101003.x
10.1034/j.1600-0463.2002.1101101.x/abstract;jsessionid=C40F7DA658C09C4F8
10.1034/j.1600-0463.2003.11101161.x
10.1034/j.1600-0463.2003.1110208.x
10.1034/j.1600-0463.2003.1110504.x
10.1034/j.1600-0463.2003.1110508.x
10.1034/j.1600-0463.2003.1110601.x
10.1034/j.1600-0463.2003.1110901.x
10.1034/j.1600-0463.2003.1111001.x
10.1034/j.1600-0471.2001.d01-2.x
10.1034/j.1600-0471.2001.d01-2.x/abstract
10.1034/j.1600-0471.2002.130204.x
10.1034/j.1600-0471.2003.00017.x
10.1034/j.1600-0471.2003.00017.x/full
10.1034/j.1600-048X.2000.1310414.x
10.1034/j.1600-048X.2000.210201.x
10.1034/j.1600-048X.2000.310003.x
10.1034/j.1600-048X.2000.310208.x
10.1034/j.1600-048X.2000.310208.x/abstract
10.1034/j.1600-048X.2000.310209.x
10.1034/j.1600-048X.2000.310214.x
10.1034/j.1600-048X.2000.310307.x
10.1034/j.1600-048X.2000.310308.x
10.1034/j.1600-048X.2000.310402.x
10.1034/j.1600-048X.2000.310404.x
10.1034/j.1600-048X.2001.320107.x
10.1034/j.1600-048X.2001.320202.x
10.1034/j.1600-048X.2001.320204.x
10.1034/j.1600-048X.2001.320210.x
10.1034/j.1600-048X.2002.02882.x
10.1034/j.1600-048X.2002.02888.x
10.1034/j.1600-048X.2002.330103.x
10.1034/j.1600-048X.2002.330301.x
10.1034/j.1600-048X.2003.02950.x
10.1034/j.1600-048X.2003.03042.x
10.1034/j.1600-048X.2003.03049.x
10.1034/j.1600-048X.2003.03062.x
10.1034/j.1600-048X.2003.03079.x
10.1034/j.1600-048X.2003.03103.x
10.1034/j.1600-048X.2003.03121.x
10.1034/j.1600-048X.2003.03121.x/abstract
10.1034/j.1600-048x.2000.310413.x
10.1034/j.1600-048x.2001.320215.x
10.1034/j.1600-048x.2003.03113.x
10.1034/j.1600-048x.2003.03170.x
10.1034/j.1600-0498.2000.420301.x
10.1034/j.1600-0498.2000.420301.x/abstract
10.1034/j.1600-0501.1994.050410.x
10.1034/j.1600-0501.1996.070208.x
10.1034/j.1600-0501.1996.070308.x
10.1034/j.1600-0501.2001.012001009.x
10.1034/j.1600-0501.2001.012001079.x
10.1034/j.1600-0501.2001.012003279.x
10.1034/j.1600-0501.2003.00810.x
10.1034/j.1600-0501.2003.00972.x
10.1034/j.1600-051X.1999.260406.x
10.1034/j.1600-051X.2002.290906.x
10.1034/j.1600-051X.2003.00289.x/abstract
10.1034/j.1600-051X.2003.00342.x
10.1034/j.1600-051X.2003.00399.x
10.1034/j.1600-051X.2003.20004.x
10.1034/j.1600-051X.29.s3.12.x
10.1034/j.1600-051X.29.s3.3.x
10.1034/j.1600-051X.29.s3.5.x
10.1034/j.1600-051X.29.s3.8.x
10.1034/j.1600-051x.2000.027002128.x
10.1034/j.1600-051x.2001.028007680.x
10.1034/j.1600-051x.2003.00289.x
10.1034/j.1600-051x.2003.20008.x
10.1034/j.1600-0528.2000.028005321.x
10.1034/j.1600-0528.2001.290407.x
10.1034/j.1600-0528.2002.017408.x
10.1034/j.1600-0528.2002.017410.x
10.1034/j.1600-0536.2000.042002098.x
10.1034/j.1600-0536.2000.042005276.x
10.1034/j.1600-0536.2000.043001041.x
10.1034/j.1600-0536.2000.043006322.x
10.1034/j.1600-0536.2001.045003129.x
10.1034/j.1600-0536.2001.440107-22.x
10.1034/j.1600-0536.2001.440107-8.x
10.1034/j.1600-0536.2001.440202.x
10.1034/j.1600-0536.2001.440409-15.x
10.1034/j.1600-0536.2001.440609-7.x
10.1034/j.1600-0536.2001.450501.x
10.1034/j.1600-0536.2001.450503.x
10.1034/j.1600-0536.2001.450601.x
10.1034/j.1600-0536.2002.470210_5.x
10.1034/j.1600-0536.2002.470302.x
10.1034/j.1600-0536.2002.470308_4.x
10.1034/j.1600-0536.2003.00050.x
10.1034/j.1600-0536.2003.00078.x
10.1034/j.1600-0544.2003.232.x
10.1034/j.1600-0560.2001.028009460.x
10.1034/j.1600-0560.2001.281004.x
10.1034/j.1600-0560.2002.290201.x
10.1034/j.1600-0560.2002.290507.x
10.1034/j.1600-0560.2002.290708.x
10.1034/j.1600-0560.2002.291009.x
10.1034/j.1600-0560.2003.00126.x
10.1034/j.1600-0579.2003.12560.x
10.1034/j.1600-0587.2001.240106.x
10.1034/j.1600-0587.2001.240207.x
10.1034/j.1600-0587.2001.240207.x/abstract
10.1034/j.1600-0587.2001.240302.x
10.1034/j.1600-0587.2002.250210.x
10.1034/j.1600-0587.2002.250210.x/abstract
10.1034/j.1600-0587.2002.250403.x
10.1034/j.1600-0587.2002.250505.x
10.1034/j.1600-0587.2002.250507.x
10.1034/j.1600-0587.2002.250509.x
10.1034/j.1600-0587.2002.250602.x
10.1034/j.1600-0587.2002.250610.x
10.1034/j.1600-0587.2003.03264.x
10.1034/j.1600-0587.2003.03372.x
10.1034/j.1600-0587.2003.03411.x
10.1034/j.1600-0587.2003.03478.x
10.1034/j.1600-0609.2000.09005.x
10.1034/j.1600-0609.2000.90054.x
10.1034/j.1600-0609.2000.90112.x
10.1034/j.1600-0609.2001.t01-1-00385.x
10.1034/j.1600-0609.2003.00079.x
10.1034/j.1600-0625.2000.009001011.x
10.1034/j.1600-0625.2000.009003165.x
10.1034/j.1600-0625.2000.009003170.x
10.1034/j.1600-0625.2000.009003178.x
10.1034/j.1600-0625.2000.009004229.x
10.1034/j.1600-0625.2000.009005323.x
10.1034/j.1600-0625.2001.100101.x
10.1034/j.1600-0625.2002.110202.x
10.1034/j.1600-0625.2002.110205.x
10.1034/j.1600-0625.2002.110307.x
10.1034/j.1600-0625.2002.110402.x
10.1034/j.1600-0625.2002.110503.x
10.1034/j.1600-0625.2002.110506.x
10.1034/j.1600-0625.2002.110601.x
10.1034/j.1600-0625.2002.110603.x
10.1034/j.1600-0625.2002.110606.x
10.1034/j.1600-0625.2003.120210.x
10.1034/j.1600-0625.2003.120307.x
10.1034/j.1600-0633.2001.100104.x
10.1034/j.1600-0633.2003.00010.x
10.1034/j.1600-065X.2000.00601.x
10.1034/j.1600-065X.2000.17610.x
10.1034/j.1600-065X.2000.17705.x
10.1034/j.1600-065X.2000.17818.x
10.1034/j.1600-065X.2000.917309.x
10.1034/j.1600-065X.2001.1800103.x
10.1034/j.1600-065X.2001.1800113.x
10.1034/j.1600-065X.2001.1810119.x
10.1034/j.1600-065X.2001.1810120.x
10.1034/j.1600-065X.2001.790102.x
10.1034/j.1600-065X.2002.18502.x
10.1034/j.1600-065X.2002.18611.x
10.1034/j.1600-065X.2002.18803.x
10.1034/j.1600-065X.2002.18908.x
10.1034/j.1600-065X.2002.18908.x/full
10.1034/j.1600-065X.2002.19007.x
10.1034/j.1600-065X.2003.00011.x
10.1034/j.1600-065X.2003.00015.x
10.1034/j.1600-065X.2003.00074.x
10.1034/j.1600-065x.2000.917309.x
10.1034/j.1600-065x.2000.917311.x
10.1034/j.1600-065x.2001.1800110.x
10.1034/j.1600-065x.2001.1800112.x
10.1034/j.1600-065x.2001.1830113.x
10.1034/j.1600-065x.2001.1840124.x
10.1034/j.1600-065x.2001.1840125.x
10.1034/j.1600-065x.2002.19008.x
10.1034/j.1600-065x.2003.00021.x
10.1034/j.1600-065x.2003.00058.x
10.1034/j.1600-0668.2000.010003138.x
10.1034/j.1600-0668.2000.010004212.x
10.1034/j.1600-0668.2000.010004222.x
10.1034/j.1600-0668.2001.110402.x
10.1034/j.1600-0668.2002.01109.x
10.1034/j.1600-0668.2002.01129.x
10.1034/j.1600-0668.2002.01129.x/abstract
10.1034/j.1600-0676.2001.021003207.x
10.1034/j.1600-0676.2002.00003.x
10.1034/j.1600-0676.2002.00007.x
10.1034/j.1600-0676.2002.00008.x
10.1034/j.1600-0676.2002.00009.x
10.1034/j.1600-0676.2002.01503.x
10.1034/j.1600-0676.2003.00824.x
10.1034/j.1600-0692.2001.300407.x
10.1034/j.1600-0706.2000.880110.x
10.1034/j.1600-0706.2000.880113.x
10.1034/j.1600-0706.2000.880114.x
10.1034/j.1600-0706.2000.880222.x
10.1034/j.1600-0706.2000.880222.x/abstract
10.1034/j.1600-0706.2000.880315.x
10.1034/j.1600-0706.2000.890203.x
10.1034/j.1600-0706.2000.900210.x
10.1034/j.1600-0706.2000.900220.x
10.1034/j.1600-0706.2000.910117.x
10.1034/j.1600-0706.2000.910202.x
10.1034/j.1600-0706.2000.910202.x/abstract
10.1034/j.1600-0706.2000.910213.x
10.1034/j.1600-0706.2000.910213.x/abstract
10.1034/j.1600-0706.2000.910222.x
10.1034/j.1600-0706.2001.11310.x
10.1034/j.1600-0706.2001.920108.x
10.1034/j.1600-0706.2001.930207.x
10.1034/j.1600-0706.2001.930318.x
10.1034/j.1600-0706.2001.940213.x
10.1034/j.1600-0706.2001.940308.x
10.1034/j.1600-0706.2001.940308.x/abstract
10.1034/j.1600-0706.2001.940317.x
10.1034/j.1600-0706.2002.11962.x
10.1034/j.1600-0706.2002.960306.x
10.1034/j.1600-0706.2002.970307.x
10.1034/j.1600-0706.2002.970316.x
10.1034/j.1600-0706.2002.980116.x/full
10.1034/j.1600-0706.2002.980306.x
10.1034/j.1600-0706.2002.980308.x
10.1034/j.1600-0706.2002.990101.x
10.1034/j.1600-0706.2002.990112.x
10.1034/j.1600-0706.2002.990113.x
10.1034/j.1600-0706.2002.990201.x
10.1034/j.1600-0706.2003.11935.x
10.1034/j.1600-0706.2003.12061.x
10.1034/j.1600-0706.2003.12073.x
10.1034/j.1600-0706.2003.12128.x
10.1034/j.1600-0706.2003.12331.x
10.1034/j.1600-0706.2003.12331.x/abstract
10.1034/j.1600-0706.2003.12407.x
10.1034/j.1600-0706.2003.12450.x
10.1034/j.1600-0706.2003.12515.x
10.1034/j.1600-0706.2003.12652.x
10.1034/j.1600-0714.2000.290206.x
10.1034/j.1600-0714.2001.300103.x
10.1034/j.1600-0714.2001.300503.x
10.1034/j.1600-0714.2003.00060.x
10.1034/j.1600-0714.2003.00144.x
10.1034/j.1600-0722.2000.00717.x
10.1034/j.1600-0722.2000.00765.x
10.1034/j.1600-0722.2000.108005353.x
10.1034/j.1600-0722.2001.00001.x
10.1034/j.1600-0722.2002.11186.x
10.1034/j.1600-0722.2003.00036.x
10.1034/j.1600-0722.2003.00069.x
10.1034/j.1600-0730.2000.d01-8.x
10.1034/j.1600-0730.2000.d01-8.x/pdf
10.1034/j.1600-0730.2001.d01-44.x
10.1034/j.1600-0749.13.s8.28.x
10.1034/j.1600-0749.2000.130109.x
10.1034/j.1600-0749.2000.130407.x
10.1034/j.1600-0749.2000.130502.x
10.1034/j.1600-0749.2000.130607.x
10.1034/j.1600-0749.2001.140203.x
10.1034/j.1600-0749.2001.140303.x
10.1034/j.1600-0749.2001.140403.x
10.1034/j.1600-0749.2001.140403.x/full
10.1034/j.1600-0749.2001.140410.x
10.1034/j.1600-0749.2001.140508.x
10.1034/j.1600-0749.2001.140603.x
10.1034/j.1600-0749.2001.140608.x
10.1034/j.1600-0749.2002.02007.x
10.1034/j.1600-0749.2002.1o071.x
10.1034/j.1600-0749.2002.1r082.x
10.1034/j.1600-0749.2003.00003.x
10.1034/j.1600-0749.2003.00013.x
10.1034/j.1600-0749.2003.00023.x
10.1034/j.1600-0749.2003.00037.x
10.1034/j.1600-0749.2003.00055.x
10.1034/j.1600-0749.2003.00067.x
10.1034/j.1600-0749.2003.00072.x
10.1034/j.1600-0749.2003.00075.x
10.1034/j.1600-0757.2001.027001148.x
10.1034/j.1600-0757.2001.027001162.x
10.1034/j.1600-0757.2002.280102.x
10.1034/j.1600-0757.2002.280111.x
10.1034/j.1600-0765.2002.00642.x
10.1034/j.1600-0765.2003.00680.x
10.1034/j.1600-0765.2003.01652.x
10.1034/j.1600-0773.2000.d01-25.x
10.1034/j.1600-0773.2000.pto860504.x
10.1034/j.1600-0773.2001.d01-128.x
10.1034/j.1600-0773.2002.900504.x
10.1034/j.1600-0773.2002.910505.x
10.1034/j.1600-0773.2003.920402.x
10.1034/j.1600-0773.2003.930207.x
10.1034/j.1600-0773.2003.930306.x
10.1034/j.1600-0781.2000.160401.x
10.1034/j.1600-0781.2001.017001039.x
10.1034/j.1600-0781.2001.170502.x
10.1034/j.1600-0781.2001.170605.x
10.1034/j.1600-0781.2002.02782.x
10.1034/j.1600-079X.2001.300305.x
10.1034/j.1600-079X.2001.300408.x
10.1034/j.1600-079X.2002.02936.x
10.1034/j.1600-079x.2002.00841.x
10.1034/j.1600-0838.2000.010003123.x
10.1034/j.1600-0838.2001.110402.x
10.1034/j.1600-0838.2001.110402.x/epdf
10.1034/j.1600-0838.2003.02225.x
10.1034/j.1600-0846.2000.006002087.x
10.1034/j.1600-0846.2001.007001010.x
10.1034/j.1600-0846.2001.70203.x
10.1034/j.1600-0846.2002.10295.x
10.1034/j.1600-0854.2000.010703.x
10.1034/j.1600-0854.2000.010904.x
10.1034/j.1600-0854.2000.011109.x
10.1034/j.1600-0854.2001.002005303.x
10.1034/j.1600-0854.2001.020103.x
10.1034/j.1600-0854.2001.020203.x
10.1034/j.1600-0854.2001.020206.x
10.1034/j.1600-0854.2001.1o007.x
10.1034/j.1600-0854.2001.1r008.x
10.1034/j.1600-0854.2001.21001.x
10.1034/j.1600-0854.2001.21104.x
10.1034/j.1600-0854.2001.21113.x
10.1034/j.1600-0854.2002.030406.x
10.1034/j.1600-0854.2002.30105.x
10.1034/j.1600-0854.2002.30503.x
10.1034/j.1600-0854.2002.30504.x
10.1034/j.1600-0854.2002.30602.x
10.1034/j.1600-0854.2002.30602.x/abstract
10.1034/j.1600-0854.2002.30606.x
10.1034/j.1600-0854.2002.30702.x
10.1034/j.1600-0854.2002.30705.x
10.1034/j.1600-0854.2002.30807.x
10.1034/j.1600-0854.2002.30905.x
10.1034/j.1600-0854.2002.30906.x
10.1034/j.1600-0854.2002.30908.x
10.1034/j.1600-0854.2002.31004.x
10.1034/j.1600-0854.2002.31101.x
10.1034/j.1600-0854.2002.31107.x
10.1034/j.1600-0854.2003.00086.x
10.1034/j.1600-0854.2003.00086_4_5.x
10.1034/j.1600-0854.2003.00103.x
10.1034/j.1600-0854.2003.00113.x
10.1034/j.1600-0854.2003.00118.x
10.1034/j.1600-0854.2003.40104.x
10.1034/j.1600-0854.2003.40205.x
10.1034/j.1600-0870.1994.t01-1-00001.x/pdf
10.1034/j.1600-0870.1995.00111.x
10.1034/j.1600-0870.1995.00116.x
10.1034/j.1600-0889.1990.00002.x
10.1034/j.1600-0889.1990.t01-1-00006.x
10.1034/j.1600-0889.1992.00018.x
10.1034/j.1600-0889.1992.00018.x/epdf
10.1034/j.1600-0889.1992.t01-2-00007.x
10.1034/j.1600-0889.1992.t01-2-00007.x/epdf
10.1034/j.1600-0889.1992.t01-3-00006.x
10.1034/j.1600-0889.1992.t01-3-00006.x/epdf
10.1034/j.1600-0889.1993.t01-2-00002.x
10.1034/j.1600-0889.1999.00002.x
10.1034/j.1600-0889.1999.00015.x
10.1034/j.1600-0889.1999.00015.x/abstract
10.1034/j.1600-0889.1999.t01-2-00010.x
10.1034/j.1600-0889.2000.00898.x
10.1034/j.1600-0889.2000.01104.x
10.1034/j.1600-0889.2000.d01-7.x
10.1034/j.1600-0889.2001.01191.x
10.1034/j.1600-0889.2003.00046.x
10.1034/j.1600-0889.2003.00046.x/full
10.1034/j.1600-0889.2003.01440.x
10.1034/j.1600-0889.2003.01450.x
10.1034/j.1600-0897.2002.01113.x
10.1034/j.1600-0897.2003.00047.x
10.1034/j.1600-6143.2001.10404.x
10.1034/j.1600-6143.2002.00026.x
10.1034/j.1600-6143.2002.20311.x
10.1034/j.1600-6143.2002.20515.x
10.1034/j.1600-6143.2003.00118.x
10.1034/j.1600-6143.2003.00194.x
10.1034/j.1601-0825.2002.00015.x
10.1034/j.1601-0825.2002.02870.x
10.1034/j.1601-0825.2002.1o781.x
10.1034/j.1601-0825.2003.00843.x
10.1034/j.1601-1546.2002.10103.x
10.1034/j.1601-1546.2003.00002.x
10.1034/j.1601-183X.2002.10201.x
10.1034/j.1601-183X.2002.10204.x
10.1034/j.1601-183X.2002.10204.x/full
10.1034/j.1601-183X.2002.10207.x
10.1034/j.1601-183X.2002.102081.x
10.1034/j.1601-183X.2002.10307.x
10.1034/j.1601-183X.2003.00010.x
10.1034/j.1601-183X.2003.00037.x
10.1034/j.1601-5037.2003.00032.x
10.1034/j.1601-5037.2003.00034.x
10.1034/j.1601-5037.2003.00034.x/abstract
10.1034/j.1601-5215.2003.00004.x
10.1036/0070608393
10.1036/0071357874
10.1036/0071374337
10.1036/0071395415
10.1036/0071408126
10.1036/0071412123
10.1036/0071413014
10.1036/007141794X
10.1036/0071418075
10.1036/0071422803
10.1036/0071454241
10.1036/0071455469
10.1036/0071469710
10.1036/0072190930
10.1036/0072420723
10.1036/0658003070
10.1036/1097-8542.109100
10.1036/1097-8542.118200
10.1036/1097-8542.184600
10.1036/1097-8542.207300
10.1036/1097-8542.210700
10.1036/1097-8542.289000
10.1036/1097-8542.352000
10.1036/1097-8542.398650
10.1036/1097-8542.471000
10.1036/1097-8542.498300
10.1036/1097-8542.523000
10.1036/1097-8542.669650
10.1036/1097-8542.681600
10.1036/1097-8542.687500
10.1036/1097-8542.757375
10.1036/1097-8542.803250
10.1036/1097-8542.900137
10.1036/1097-8542.BR0105151
10.1036/1097-8542.YB020415
10.1036/1097-8542.YB031005
10.1036/1097-8542.YB070850
10.1036/1097-8542.YB090068
10.1036/heartjnl-2011-301449
10.1036/ommbid.114
10.1036/ommbid.145
10.1036/ommbid.297
10.1037/
10.1037//0003
10.1037//0003-066X.56.1.73
10.1037//0003-066X.57.4.288
10.1037//0012-1649.36.2.209
10.1037//0012-1649.38.1.55
10.1037//0021-843X.100.2.191
10.1037//0021-843X.103.1.103
10.1037//0021-843X.109.3.419
10.1037//0021-843X.110.1.40
10.1037//0021-843X.93.2.222
10.1037//0021-843x.90.3.204
10.1037//0021-9010.86.3.499
10.1037//0021-9010.87.4.765
10.1037//0022
10.1037//0022-0663.93.2.243
10.1037//0022-3514
10.1037//0022-3514.62.5.787
10.1037//0022-3514.71.2.230
10.1037//0022-3514.81.1.146
10.1037//0022-3514.81.5.828
10.1037//0022-3514.81.5.856
10.1037//0022-3514.82.6.1007
10.1037//0022-3514.82.6.878
10.1037//0022-3514.83.5.1178
10.1037//0033-2909.126.5.770
10.1037//0033-2909.128.4.638
10.1037//0033-2909.128.5.774
10.1037//0096-1523.28.3.589
10.1037//0096-3445.122.2.166
10.1037//0096-3445.130.2.299
10.1037//0097-7403.27.2.115
10.1037//0278-7393.17.4.793
10.1037//0882-7974.1.2.117
10.1037//0882-7974.14.3.473
10.1037//0882-7974.7.3.484
10.1037//1040-3590.1.1.35
10.1037//1040-3590.9.4.452
10.1037//1076-8998.6.1.64
