10.1108/eb032722
10.1108/k-01-2013-0011
10.1108/lhtn.2002.23919daf.003
10.1108/lodj-07-2013-0107
10.1108/md-09-2012-0642
10.1108/md.2006.00144gaa.001
10.1108/mip-04-2013-0056
10.1108/mrr-12-2012-0265
10.1108/oir-01-2016-0033
10.1108/oir-05-2013-0101
10.1108/oir-10-2011-0181
10.1108/pr-10-2012-0176
10.1108/prt.2007.12936cab.006
10.1108/qrj-03-2014-0011
10.1108/rr.2000.14.2.46.104
10.1108/rsr-09-2015-0041
10.1108/rsr.2010.24038baa.002
10.1108/s0196-1152(2013)0000021012
10.1108/s1548-6435(2008)0000004009
10.1108/s1548-643520150000012002
10.1108/s1746-979120160000012014
10.1108/s1876-0562%282012%294
10.1108/s1876-0562(2012)4
10.1108/s2044-9968(2013)000006f006
10.1108/sc-02-2016-0004
10.1108/shr.2013.37212caa.011
10.1108/tlo-12-2016-0101
10.1108/tqm-01-2015-0005
10.1108/wjemsd-06-2014-0014
10.1108/yc.2012.32113baa.002
10.1109/.2001.992316
10.1109/.2001.992344
10.1109/08IAS.2008.237
10.1109/1-awp.2003.819680
10.1109/10.102812
10.1109/10.108125
10.1109/10.121642
10.1109/10.126616
10.1109/10.1349
10.1109/10.1354
10.1109/10.1360
10.1109/10.1362
10.1109/10.184708
10.1109/10.245611
10.1109/10.284941
10.1109/10.32099
10.1109/10.32105
10.1109/10.335859
10.1109/10.335862
10.1109/10.391164
10.1109/10.46255
10.1109/10.486255
10.1109/10.486289
10.1109/10.495283
10.1109/10.553708
10.1109/10.55682
10.1109/10.563303
10.1109/10.678611
10.1109/10.68204
10.1109/10.720206
10.1109/10.730440
10.1109/10.83591
10.1109/10.844236
10.1109/10.914795
10.1109/100.580977
10.1109/101.261888
10.1109/101.929
10.1109/11.735903
10.1109/11.992858
10.1109/12.102830
10.1109/12.16501
10.1109/12.166602
10.1109/12.21148
10.1109/12.214688
10.1109/12.2204
10.1109/12.2213
10.1109/12.2243
10.1109/12.2261
10.1109/12.241594
10.1109/12.272429
10.1109/12.286310
10.1109/12.295850
10.1109/12.295857
10.1109/12.30868
10.1109/12.368012
10.1109/12.381947
10.1109/12.391185
10.1109/12.42122
10.1109/12.42134
10.1109/12.4607
10.1109/12.46286
10.1109/12.46289
10.1109/12.53599
10.1109/12.537122
10.1109/12.544479
10.1109/12.55696
10.1109/12.57058
10.1109/12.713311
10.1109/12.729797
10.1109/12.73594
10.1109/12.75137
10.1109/12.769433
10.1109/12.859540
10.1109/12.888056
10.1109/12.966491
10.1109/12.980014
10.1109/12.995452
10.1109/13.144656
10.1109/13.34149
10.1109/13.485226
10.1109/13.54861
10.1109/13.572326
10.1109/13.61087
10.1109/13.79885
10.1109/13.81598
10.1109/13.865212
10.1109/14.108160
10.1109/14.192240
10.1109/15.305462
10.1109/15.477343
10.1109/15.57116
10.1109/15.736221
10.1109/15.765101
10.1109/15.784164
10.1109/16.155876
10.1109/16.199372
10.1109/16.22474
10.1109/16.239771
10.1109/16.30944
10.1109/16.3367
10.1109/16.46388
10.1109/16.47767
10.1109/16.543035
10.1109/16.595934
10.1109/16.605453
10.1109/16.641353
10.1109/16.766872
10.1109/16.81634
10.1109/16.887014
10.1109/16.918235
10.1109/16.960371
10.1109/17.18830
10.1109/17.584924
10.1109/17.62329
10.1109/17.946526
10.1109/17.946528
10.1109/17.985749
10.1109/18.104312
10.1109/18.119687o
10.1109/18.119722
10.1109/18.119727
10.1109/18.119728
10.1109/18.133245
10.1109/18.144712
10.1109/18.144727
10.1109/18.165464
10.1109/18.21215
10.1109/18.21276
10.1109/18.259635
10.1109/18.259647
10.1109/18.2626
10.1109/18.30994
10.1109/18.30996
10.1109/18.412678
10.1109/18.476313
10.1109/18.476316
10.1109/18.490544
10.1109/18.50372
10.1109/18.52490
10.1109/18.532878
10.1109/18.532900
10.1109/18.54902
10.1109/18.556667
10.1109/18.556668
10.1109/18.556679
10.1109/18.57199
10.1109/18.59931
10.1109/18.605580
10.1109/18.61109
10.1109/18.61110
10.1109/18.61115
10.1109/18.61145
10.1109/18.641542
10.1109/18.641556
10.1109/18.641561
10.1109/18.651037
10.1109/18.661517
10.1109/18.669301
10.1109/18.669420
10.1109/18.681320
10.1109/18.720541
10.1109/18.720545
10.1109/18.746779
10.1109/18.746787
10.1109/18.771146
10.1109/18.782097
10.1109/18.796379
10.1109/18.796385
10.1109/18.817520
10.1109/18.817531
10.1109/18.825794
10.1109/18.825818
10.1109/18.841160
10.1109/18.850663
10.1109/18.850665
10.1109/18.857787
10.1109/18.910572
10.1109/18.910576
10.1109/18.910580
10.1109/18.910590
10.1109/18.923754
10.1109/18.930936
10.1109/18.945251
10.1109/18.945257
10.1109/18.945274
10.1109/18.945280
10.1109/18.959265
10.1109/18.985947
10.1109/19.137352
10.1109/19.192268
10.1109/19.31004
10.1109/19.377882
10.1109/19.571882
10.1109/19.650787
10.1109/19.799642
10.1109/19.903879
10.1109/2.108052
10.1109/2.108055
10.1109/2.116888
10.1109/2.116891
10.1109/2.121502
10.1109/2.121508
10.1109/2.121510
10.1109/2.156381
10.1109/2.222114
10.1109/2.223538
10.1109/2.241422
10.1109/2.247645
10.1109/2.248881
10.1109/2.25383
10.1109/2.27953
10.1109/2.291294
10.1109/2.299418
10.1109/2.30729
10.1109/2.33
10.1109/2.335728
10.1109/2.348001
10.1109/2.35195
10.1109/2.36
10.1109/2.402076
10.1109/2.410146
10.1109/2.44900
10.1109/2.485843
10.1109/2.485845
10.1109/2.507632
10.1109/2.539725
10.1109/2.546611
10.1109/2.55469
10.1109/2.55497
10.1109/2.55500
10.1109/2.562924
10.1109/2.566148
10.1109/2.573666
10.1109/2.573683
10.1109/2.587548
10.1109/2.59
10.1109/2.612252
10.1109/2.652979
10.1109/2.666847
10.1109/2.7053
10.1109/2.7054
10.1109/2.707614
10.1109/2.730733
10.1109/2.730734
10.1109/2.769448
10.1109/2.796110
10.1109/2.796139
10.1109/2.816269
10.1109/2.825699
10.1109/2.895117
10.1109/2.901164
10.1109/2.910904
10.1109/2.910905
10.1109/2.917539
10.1109/2.933500
10.1109/2.947088
10.1109/2.947100
10.1109/2.955098
10.1109/20.101019
10.1109/20.101030
10.1109/20.101051
10.1109/20.101107
10.1109/20.102931
10.1109/20.119937
10.1109/20.120038
10.1109/20.133887
10.1109/20.133901
10.1109/20.221036
10.1109/20.278737
10.1109/20.312521
10.1109/20.312650
10.1109/20.334076
10.1109/20.364777
10.1109/20.364815
10.1109/20.42275
10.1109/20.539233
10.1109/20.539344
10.1109/20.617728
10.1109/20.619559
10.1109/20.619629
10.1109/20.663468
10.1109/20.706525
10.1109/20.717567
10.1109/20.764894
10.1109/20.764898
10.1109/20.809134
10.1109/20.825802
10.1109/20.825804
10.1109/20.846216
10.1109/20.908940
10.1109/20.917606
10.1109/20.951058
10.1109/20.966127
10.1109/20.996030
10.1109/21.108304
10.1109/21.141315
10.1109/21.155943
10.1109/21.24529
10.1109/21.256541
10.1109/21.257764
10.1109/21.259681
10.1109/21.286385
10.1109/21.364841
10.1109/21.44033
10.1109/21.44046
10.1109/21.57289
10.1109/21.87054
10.1109/21.87068
10.1109/22.127522
10.1109/22.137392
10.1109/22.141357
10.1109/22.245676
10.1109/22.245683
10.1109/22.275248
10.1109/22.285057
10.1109/22.310584
10.1109/22.339773
10.1109/22.339775
10.1109/22.348089
10.1109/22.3514
10.1109/22.372098
10.1109/22.375256
10.1109/22.382061
10.1109/22.414543
10.1109/22.491023
10.1109/22.491027
10.1109/22.493924
10.1109/22.538960
10.1109/22.54932
10.1109/22.552033
10.1109/22.575573
10.1109/22.575581
10.1109/22.6087
10.1109/22.641719
10.1109/22.643830
10.1109/22.643852
10.1109/22.64584
10.1109/22.668683
10.1109/22.681198
10.1109/22.734496
10.1109/22.739221
10.1109/22.775432
10.1109/22.780402
10.1109/22.79116
10.1109/22.798001
10.1109/22.798002
10.1109/22.798005
10.1109/22.817486
10.1109/22.821779
10.1109/22.821785
10.1109/22.869007
10.1109/22.884202
10.1109/22.898999
10.1109/22.920142
10.1109/22.920165
10.1109/22.97485
10.1109/22.982230
10.1109/22.989946
10.1109/22.989958
10.1109/22.989969
10.1109/22.989974
10.1109/22.993412
10.1109/23.101193
10.1109/23.124163
10.1109/23.173178
10.1109/23.173184
10.1109/23.211360
10.1109/23.256710
10.1109/23.340587
10.1109/23.34577
10.1109/23.372132
10.1109/23.467848
10.1109/23.489259
10.1109/23.556868
10.1109/23.903804
10.1109/23.958392
10.1109/23.958705
10.1109/24.210283
10.1109/24.210287
10.1109/24.229504
10.1109/24.387375
10.1109/25.330150
10.1109/25.42678
10.1109/25.69993
10.1109/25.806769
10.1109/26.103043
10.1109/26.231911
10.1109/26.24594
10.1109/26.2724
10.1109/26.31158
10.1109/26.387455
10.1109/26.403765
10.1109/26.477498
10.1109/26.558690
10.1109/26.61469
10.1109/26.623079
10.1109/26.634683
10.1109/26.634697
10.1109/26.662641
10.1109/26.701312
10.1109/26.747810
10.1109/26.752125
10.1109/26.774856
10.1109/26.780463
10.1109/26.795811
10.1109/26.898239
10.1109/26.975743
10.1109/27.106800
10.1109/27.106833
10.1109/27.125028
10.1109/27.125041
10.1109/27.199495
10.1109/27.199498
10.1109/27.199547
10.1109/27.199554
10.1109/27.281546
10.1109/27.45495
10.1109/27.533118
10.1109/27.533129
10.1109/27.597253
10.1109/27.842820
10.1109/27.842821
10.1109/27.902215
10.1109/27.902221
10.1109/27.928951
10.1109/28.536869
10.1109/28.567792
10.1109/28.605729
10.1109/28.821808
10.1109/28.90357
10.1109/28.952531
10.1109/29.106866
10.1109/29.1519
10.1109/29.1639
10.1109/29.17498
10.1109/29.17517
10.1109/29.21701
10.1109/29.21704
10.1109/29.31283
10.1109/29.32276
10.1109/29.45616
10.1109/29.57537
10.1109/29.60070
10.1109/29.90380
10.1109/29.90384
10.1109/2943.476602
10.1109/2943.644886
10.1109/2943.974352
10.1109/2944.488693
10.1109/2944.669464
10.1109/2944.796348
10.1109/2944.826871
10.1109/2944.883380
10.1109/2944.902157
10.1109/2944.902168
10.1109/2944.902186
10.1109/2944.902192
10.1109/2944.902193
10.1109/2944.902201
10.1109/2944.974233
10.1109/2944.983289
10.1109/2945.468390
10.1109/2945.620492
10.1109/2945.646233
10.1109/2945.694952
10.1109/2945.817351
10.1109/2945.841119
10.1109/2945.928165
10.1109/2945.928167
10.1109/2945.965344
10.1109/3.123280
10.1109/3.135196
10.1109/3.142551
10.1109/3.199304
10.1109/3.199323
10.1109/3.234394
10.1109/3.234403
10.1109/3.283784
10.1109/3.362703
10.1109/3.40625
10.1109/3.44970
10.1109/3.53394
10.1109/3.753654
10.1109/3.823470
10.1109/3.963
10.1109/3.980275
10.1109/30.125072
10.1109/30.24649
10.1109/30.320824
10.1109/30.44324
10.1109/30.44335
10.1109/31.135749
10.1109/31.1748
10.1109/31.52748
10.1109/31.76494
10.1109/31.81863
10.1109/31.85638
10.1109/32.126768
10.1109/32.126773
10.1109/32.153379
10.1109/32.221135
10.1109/32.232028
10.1109/32.238571
10.1109/32.249660
10.1109/32.29484
10.1109/32.317428
10.1109/32.328995
10.1109/32.345823
10.1109/32.464543
10.1109/32.485222
10.1109/32.489070
10.1109/32.502223
10.1109/32.52778
10.1109/32.544352
10.1109/32.553698
10.1109/32.57618
10.1109/32.57622
10.1109/32.57624
10.1109/32.6186
10.1109/32.6191
10.1109/32.62448
10.1109/32.667877
10.1109/32.685258
10.1109/32.738338
10.1109/32.738340
10.1109/32.815326
10.1109/32.83906
10.1109/32.841115
10.1109/32.852740
10.1109/32.879812
10.1109/32.92910
10.1109/32.92917
10.1109/32.988498
10.1109/33.124197
10.1109/33.62548
10.1109/34.1000236
10.1109/34.121783
10.1109/34.121791
10.1109/34.149591
10.1109/34.192463
10.1109/34.192468
10.1109/34.216726
10.1109/34.216734
10.1109/34.23119
10.1109/34.244676
10.1109/34.244677
10.1109/34.244678
10.1109/34.24792
10.1109/34.254061
10.1109/34.295910
10.1109/34.368173
10.1109/34.3908
10.1109/34.3913
10.1109/34.391407
10.1109/34.3918
10.1109/34.400568
10.1109/34.41363
10.1109/34.41388
10.1109/34.41390
10.1109/34.476508
10.1109/34.476511
10.1109/34.541406
10.1109/34.56193
10.1109/34.56205
10.1109/34.574787
10.1109/34.57669
10.1109/34.598226
10.1109/34.598228
10.1109/34.598235
10.1109/34.598236
10.1109/34.601246
10.1109/34.61704
10.1109/34.659930
10.1109/34.667881
10.1109/34.6778
10.1109/34.6789
10.1109/34.709601
10.1109/34.730558
10.1109/34.75509
10.1109/34.824819
10.1109/34.824822
10.1109/34.85659
10.1109/34.85668
10.1109/34.868688
10.1109/34.87344
10.1109/34.88573
10.1109/34.895972
10.1109/34.908969
10.1109/34.908974
10.1109/34.927467
10.1109/34.969113
10.1109/34.969115
10.1109/34.977559
10.1109/34.990138
10.1109/34.993558
10.1109/3468.477856
10.1109/3468.709600
10.1109/3477.826957
10.1109/3477.846230
10.1109/35.1000232
10.1109/35.135788
10.1109/35.149619
10.1109/35.199613
10.1109/35.267444
10.1109/35.312841
10.1109/35.35509
10.1109/35.420
10.1109/35.46671
10.1109/35.481240
10.1109/35.481241
10.1109/35.481242
10.1109/35.544321
10.1109/35.556487
10.1109/35.601746
10.1109/35.601747+ISSN+0163-6804
10.1109/35.620527
10.1109/35.667418
10.1109/35.739314
10.1109/35.755459
10.1109/35.841837
10.1109/35.841841
10.1109/35.846090
10.1109/35.900644
10.1109/35.983917
10.1109/3516.789681
10.1109/36.101374
10.1109/36.225519
10.1109/36.298002
10.1109/36.368225
10.1109/36.45749
10.1109/36.739106
10.1109/36.774697
10.1109/36.774701
10.1109/36.843033
10.1109/36.905249
10.1109/37.165507
10.1109/37.165527
10.1109/37.291462
10.1109/37.408457
10.1109/37.476385
10.1109/37.506394
10.1109/37.506395
10.1109/37.506399
10.1109/37.753931
10.1109/37.88585
10.1109/37.88586
10.1109/37.969131
10.1109/37.993313
10.1109/38.124285
10.1109/38.135910
10.1109/38.250916
10.1109/38.252554
10.1109/38.31467
10.1109/38.365000
10.1109/38.391488
10.1109/38.391503
10.1109/38.486677
10.1109/38.491183
10.1109/38.56300
10.1109/38.576857
10.1109/38.595279
10.1109/38.626972
10.1109/38.637304
10.1109/38.799723
10.1109/38.851742
10.1109/38.963459
10.1109/38.974519
10.1109/3DPVT.2006
10.1109/3DTV.2009.5069680
10.1109/3DUI.2016.7460053
10.1109/3DV.2013.54
10.1109/3PGCIC.2010.33
10.1109/3PGCIC.2011.37
10.1109/4.165336
10.1109/4.165341
10.1109/4.494198
10.1109/4.52161
10.1109/4.641685
10.1109/4.658619
10.1109/4.705358
10.1109/4.735526
10.1109/4.760378
10.1109/4.799851
10.1109/4.799852
10.1109/4.799870
10.1109/4.871327
10.1109/4.890300
10.1109/4.890320
10.1109/40.216745
10.1109/40.216748
10.1109/40.237998
10.1109/40.372347
10.1109/40.46766
10.1109/40.526
10.1109/40.527
10.1109/40.52947
10.1109/40.546561
10.1109/40.546562
10.1109/40.56322
10.1109/40.566194
10.1109/40.592312
10.1109/40.612178
10.1109/40.671401
10.1109/40.67739
10.1109/40.683105
10.1109/40.755466
10.1109/40.755469
10.1109/40.7773
10.1109/40.809375
10.1109/40.865863
10.1109/40.87566
10.1109/40.888703
10.1109/40.988688
10.1109/41.184818
10.1109/41.293875
10.1109/41.3057
10.1109/41.491349
10.1109/41.915423
10.1109/41.982243
10.1109/42.276148
10.1109/42.293921
10.1109/42.363096
10.1109/42.363108
10.1109/42.41482
10.1109/42.52985
10.1109/42.538943
10.1109/42.563662
10.1109/42.61759
10.1109/42.650875
10.1109/42.75611
10.1109/42.79473
10.1109/42.811277
10.1109/42.811279
10.1109/42.845177
10.1109/42.906424
10.1109/42.929617
10.1109/42.938248
10.1109/42.963816
10.1109/42.974918
10.1109/42.974921
10.1109/42.981233
10.1109/42.996338
10.1109/42.996340
10.1109/4233.737578
10.1109/4233.788587
10.1109/4233.826858
10.1109/4233.870036
10.1109/4233.924804
10.1109/4233.945291
10.1109/4233.992160
10.1109/4234.913150
10.1109/4235.585892
10.1109/4235.585893
10.1109/4235.687880
10.1109/4235.797971
10.1109/4235.843493
10.1109/4235.843496
10.1109/4235.918434
10.1109/4235.942536
10.1109/4235.985692
10.1109/4235.996017
10.1109/4235.996017"/>
10.1109/4235.996017">{{Cite
10.1109/4236.601097
10.1109/4236.656066
10.1109/4236.707687
10.1109/4236.780961
10.1109/4236.815849
10.1109/4236.935181
10.1109/4236.957893
10.1109/4236.968832
10.1109/4236.968834
10.1109/4236.978368
10.1109/43.159993
10.1109/43.273752
10.1109/43.41504
10.1109/43.41508
10.1109/43.45867
10.1109/43.559334
10.1109/43.662670
10.1109/43.664222
10.1109/43.67789
10.1109/43.712097
10.1109/43.736185
10.1109/43.736561
10.1109/43.898829
10.1109/43.898831
10.1109/43.97624
10.1109/44.31557
10.1109/44.682891
10.1109/44.828562
10.1109/44.952762
10.1109/4434.749137
10.1109/4434.895109
10.1109/45.310923
10.1109/45.983342
10.1109/45.985321
10.1109/45.9969
10.1109/47.44544
10.1109/47.735366
10.1109/47.843643
10.1109/47.843646
10.1109/47.925516
10.1109/47.946463
10.1109/48.757275
10.1109/48.820748
10.1109/48.922795
10.1109/48.946514
10.1109/49.105173
10.1109/49.124468
10.1109/49.127783
10.1109/49.127784
10.1109/49.12889
10.1109/49.223881
10.1109/49.233212
10.1109/49.382161
10.1109/49.475537
10.1109/49.481937
10.1109/49.536364
10.1109/49.564128
10.1109/49.585771
10.1109/49.608
10.1109/49.661103
10.1109/49.730453
10.1109/49.753730
10.1109/49.761034
10.1109/49.76633
10.1109/49.76636
10.1109/49.768200
10.1109/49.780354
10.1109/49.806815
10.1109/49.839932
10.1109/49.840210
10.1109/49.857917
10.1109/49.895022
10.1109/49.920181
10.1109/49.93088
10.1109/5.119570
10.1109/5.135374
10.1109/5.135376
10.1109/5.149443
10.1109/5.156469
10.1109/5.163407
10.1109/5.163414
10.1109/5.175257
10.1109/5.18625
10.1109/5.18626
10.1109/5.192069
10.1109/5.214546
10.1109/5.220901
10.1109/5.231342
10.1109/5.24143
10.1109/5.241504
10.1109/5.259423
10.1109/5.265351
10.1109/5.272142
10.1109/5.272144
10.1109/5.272145
10.1109/5.272146
10.1109/5.284732
10.1109/5.286189
10.1109/5.29332
10.1109/5.30749
10.1109/5.371968
10.1109/5.406429
10.1109/5.4401
10.1109/5.4428
10.1109/5.4442
10.1109/5.482227
10.1109/5.48834
10.1109/5.488696
10.1109/5.488702
10.1109/5.542410
10.1109/5.546400
10.1109/5.58323
10.1109/5.58337
10.1109/5.58356
10.1109/5.5968
10.1109/5.622505
10.1109/5.649646
10.1109/5.650182
10.1109/5.658764
10.1109/5.658778
10.1109/5.664275
10.1109/5.704259
10.1109/5.704260
10.1109/5.704281
10.1109/5.726791
10.1109/5.735449
10.1109/5.740016
10.1109/5.747864
10.1109/5.75086
10.1109/5.757252
10.1109/5.757254
10.1109/5.763314
10.1109/5.771065
10.1109/5.784222
10.1109/5.838084
10.1109/5.843000
10.1109/5.84967
10.1109/5.84972
10.1109/5.892708
10.1109/5.90131
10.1109/5.90133
10.1109/5.90163
10.1109/5.915377
10.1109/5.915382
10.1109/5.929649
10.1109/5.949485
10.1109/5.993400
10.1109/50.17769
10.1109/50.50715
10.1109/50.554330
10.1109/50.618322
10.1109/50.661012
10.1109/50.712242
10.1109/50.908829
10.1109/50.996576
10.1109/51.395310
10.1109/51.582176
10.1109/51.870229
10.1109/51.932731
10.1109/51.993193
10.1109/52.16907
10.1109/52.1991
10.1109/52.2013
10.1109/52.2014
10.1109/52.268955
10.1109/52.268956
10.1109/52.300082
10.1109/52.311067
10.1109/52.35586
10.1109/52.35588
10.1109/52.368267
10.1109/52.43044
10.1109/52.469755
10.1109/52.506463
10.1109/52.582974
10.1109/52.582978
10.1109/52.60592
10.1109/52.676735
10.1109/52.73754
10.1109/52.765786
10.1109/52.795108
10.1109/52.854064
10.1109/52.854065
10.1109/52.877872
10.1109/52.895163
10.1109/52.896247
10.1109/52.914732
10.1109/52.914748
10.1109/52.922731
10.1109/52.965809
10.1109/52.976937
10.1109/52.991327
10.1109/52.991331
10.1109/5254.708432
10.1109/5254.820322
10.1109/5254.867913
10.1109/5254.920597
10.1109/5254.920598
10.1109/5254.920599
10.1109/5254.940020
10.1109/5254.956077
10.1109/5254.988466
10.1109/53.665
10.1109/5326.798765
10.1109/54.282445
10.1109/54.748803
10.1109/55.20404
10.1109/55.2058
10.1109/55.311133
10.1109/55.31740
10.1109/55.388718
10.1109/55.556087
10.1109/55.915607
10.1109/55.974584
10.1109/57.675572
10.1109/57.981322
10.1109/58.484478
10.1109/58.710563
10.1109/58.883518
10.1109/58.883527
10.1109/58.996561
10.1109/59.117005
10.1109/59.119248
10.1109/59.192957
10.1109/59.207325
10.1109/59.260869
10.1109/59.260930
10.1109/59.32489
10.1109/59.373981
10.1109/59.49090
10.1109/59.49123
10.1109/59.589661
10.1109/59.667349
10.1109/59.667397
10.1109/59.761861
10.1109/59.76691
10.1109/59.76730
10.1109/59.780914
10.1109/5992.814659
10.1109/5992.814660
10.1109/5992.814661
10.1109/5992.852391
10.1109/5992.895187
10.1109/5992.895191
10.1109/5992.906615
10.1109/5992.908999
10.1109/5992.998634
10.1109/5992.998637
10.1109/5992.998639
10.1109/6.123329
10.1109/6.272235
10.1109/6.275174
10.1109/6.343989
10.1109/6.48845
10.1109/6.499949
10.1109/6.511737
10.1109/6.58421
10.1109/6.609815
10.1109/6.666962
10.1109/6.681968
10.1109/6.7169
10.1109/6.825657
10.1109/6.842131
10.1109/6.898797
10.1109/6.901153
10.1109/6.90184
10.1109/6.975021
10.1109/60.486595
10.1109/60.815072
10.1109/60.875501
10.1109/60.900510
10.1109/60.969477
10.1109/6040.826766
10.1109/6046.985557
10.1109/61.107251
10.1109/61.252618
10.1109/61.252688
10.1109/61.400878
10.1109/61.584323
10.1109/61.634216
10.1109/61.660847
10.1109/61.736673
10.1109/61.956755
10.1109/6144.814962
10.1109/6144.814967
10.1109/6144.926375
10.1109/6144.926381
10.1109/62.127132
10.1109/62.257140
10.1109/62.59267
10.1109/6294.793684
10.1109/63.223957
10.1109/63.602562
10.1109/63.750181
10.1109/63.903985
10.1109/63.903999
10.1109/64.180407
10.1109/64.2102
10.1109/64.294135
10.1109/64.511774
10.1109/64.87683
10.1109/65.120719
10.1109/65.20534
10.1109/65.313011
10.1109/65.56547
10.1109/65.642357
10.1109/65.690946
10.1109/65.752646
10.1109/65.826367
10.1109/65.967595
10.1109/66.238174
10.1109/67.318916
10.1109/68.229807
10.1109/68.313074
10.1109/68.329654
10.1109/68.661427
10.1109/68.701502
10.1109/68.849076
10.1109/68.914311
10.1109/69.142014
10.1109/69.180605
10.1109/69.250074
10.1109/69.404034)
10.1109/69.43405
10.1109/69.43410
10.1109/69.553165
10.1109/69.591457
10.1109/69.599926
10.1109/69.738357
10.1109/69.846291
10.1109/69.908981
10.1109/69.908985
10.1109/7.303772
10.1109/7.532270
10.1109/7.599239
10.1109/7.826314
10.1109/70.508439
10.1109/70.538972
10.1109/70.736776
10.1109/70.88137
10.1109/70.954764
10.1109/70.976019
10.1109/70.976023
10.1109/70.976029
10.1109/71.205649
10.1109/71.273050
10.1109/71.503770
10.1109/71.553290
10.1109/71.588622
10.1109/71.595573
10.1109/71.598343
10.1109/71.640012
10.1109/71.780863
10.1109/71.80120
10.1109/71.80187
10.1109/71.888635
10.1109/71.899940
10.1109/71.963415
10.1109/71.993206
10.1109/72.105426
10.1109/72.238321
10.1109/72.410361
10.1109/72.471353
10.1109/72.471375
10.1109/72.485670
10.1109/72.501723
10.1109/72.554194
10.1109/72.554195
10.1109/72.572105
10.1109/72.572108
10.1109/72.572115
10.1109/72.641452
10.1109/72.655033
10.1109/72.712151
10.1109/72.728352
10.1109/72.728395
10.1109/72.737488
10.1109/72.750549
10.1109/72.761722
10.1109/72.80202
10.1109/72.809083
10.1109/72.883477
10.1109/72.963769
10.1109/72.963786
10.1109/7260.916331
10.1109/7361.983465
10.1109/74.134307
10.1109/74.153530
10.1109/74.180636
10.1109/74.646801
10.1109/74.667319
10.1109/74.706067
10.1109/74.769693
10.1109/74.934904
10.1109/75.160122
10.1109/75.244870
10.1109/75.289516
10.1109/75.311494
10.1109/75.324711
10.1109/75.374082
10.1109/75.482000
10.1109/75.585207
10.1109/75.678571
10.1109/75.755044
10.1109/75.755052
10.1109/76.313137
10.1109/76.499834
10.1109/76.554427
10.1109/76.752094
10.1109/76.825720
10.1109/76.915359
10.1109/77.402511
10.1109/77.402512
10.1109/77.783938
10.1109/77.784682
10.1109/77.80745
10.1109/77.828394
10.1109/77.919524
10.1109/77.920339
10.1109/78.127960
10.1109/78.143445
10.1109/78.149978
10.1109/78.150004
10.1109/78.157218
10.1109/78.165657
10.1109/78.193196
10.1109/78.193215
10.1109/78.224242
10.1109/78.258082
10.1109/78.258085
10.1109/78.295213
10.1109/78.295214
10.1109/78.301854
