10.1016/s0003-9861(02)00300-4
10.1016/s0005-2728(05)80257-9
10.1016/s0005-2728(05)80265-8
10.1016/s0005-2728(09)91014-3
10.1016/s0005-2728(89)80210-5
10.1016/s0005-2728(96)00099-0
10.1016/s0005-2728(97)00090-x
10.1016/s0005-2728(98)00027-9
10.1016/s0005-2728(98)00033-4
10.1016/s0005-2728(98)00037-1
10.1016/s0005-2728(98)00045-0
10.1016/s0005-2728(98)00114-5
10.1016/s0005-2728(98)00157-1
10.1016/s0005-2728(99)00024-9
10.1016/s0005-2728(99)00029-8
10.1016/s0005-2728(99)00047-x
10.1016/s0005-2728(99)00062-6
10.1016/s0005-2736(00)00196-6
10.1016/s0005-2736(00)00210-8
10.1016/s0005-2736(00)00389-8
10.1016/s0005-2736(02)00359-0
10.1016/s0005-2736(02)00401-7
10.1016/s0005-2736(02)00407-8
10.1016/s0005-2736(02)00514-x
10.1016/s0005-2736(02)00635-1
10.1016/s0005-2736(03)00083-x
10.1016/s0005-2736(97)00175-2
10.1016/s0005-2736(97)00223-x
10.1016/s0005-2736(97)00245-9
10.1016/s0005-2736(99)00085-1
10.1016/s0005-2736(99)00161-3
10.1016/s0005-2736(99)00199-6
10.1016/s0005-2760(96)00146-4
10.1016/s0005-2760(96)00163-4
10.1016/s0005-2760(96)00168-3
10.1016/s0005-2760(97)00009-x
10.1016/s0005-2760(97)00041-6
10.1016/s0005-2760(97)00095-7
10.1016/s0005-2760(97)00105-7
10.1016/s0005-2760(97)00108-2
10.1016/s0005-2760(97)00118-5
10.1016/s0005-2760(97)00122-7
10.1016/s0005-2760(97)00177-x
10.1016/s0005-2760(97)00214-2
10.1016/s0005-2760(98)00029-0
10.1016/s0005-2760(98)00042-3
10.1016/s0005-2760(98)00074-5
10.1016/s0005-2760(98)00078-2
10.1016/s0005-2760(98)00084-8
10.1016/s0005-2760(98)00098-8
10.1016/s0005-2760(98)00147-7
10.1016/s0005-2760(98)00176-3
10.1016/s0005-2795(70)80008-3
10.1016/s0005-2795(70)80013-7
10.1016/s0005-7894(01)80009-5
10.1016/s0005-7894(01)80041-1
10.1016/s0005-7894(04)80003-0
10.1016/s0005-7894(04)80018-2
10.1016/s0005-7894(05)80037-1
10.1016/s0005-7894(05)80308-9
10.1016/s0005-7894(05)80310-7
10.1016/s0005-7894(05)80330-2
10.1016/s0005-7894(05)80367-3
10.1016/s0005-7894(77)80150-0
10.1016/s0005-7894(79)80048-9
10.1016/s0005-7894(86)80091-0
10.1016/s0005-7894(89)80073-5
10.1016/s0005-7894(96)80013-x
10.1016/s0005-7894(96)80023-2
10.1016/s0005-7894(98)80037-3
10.1016/s0005-7916(01)00025-8
10.1016/s0005-7967(00)00064-4
10.1016/s0005-7967(01)00004-3
10.1016/s0005-7967(01)00012-2
10.1016/s0005-7967(01)00060-2
10.1016/s0005-7967(02)00003-7
10.1016/s0005-7967(02)00024-4
10.1016/s0005-7967(03)00016-0
10.1016/s0005-7967(03)00036-6
10.1016/s0005-7967(03)00068-8
10.1016/s0005-7967(03)00141-4
10.1016/s0005-7967(09)80002-8
10.1016/s0005-7967(96)00109-x
10.1016/s0005-7967(96)00127-1
10.1016/s0005-7967(97)00010-7
10.1016/s0005-7967(97)00033-8
10.1016/s0005-7967(97)10031-6
10.1016/s0005-7967(98)00032-1
10.1016/s0005-7967(98)00063-1
10.1016/s0005-7967(99)00032-7
10.1016/s0005-7967(99)00040-6
10.1016/s0005-7967(99)00048-0
10.1016/s0005-7967(99)00123-0
10.1016/s0005-7967(99)00126-6
10.1016/s0005-8165(75)80166-1
10.1016/s0006-291x(02)00727-1
10.1016/s0006-291x(02)00808-2
10.1016/s0006-291x(02)00835-5
10.1016/s0006-291x(02)00915-4
10.1016/s0006-291x(02)02003-x
10.1016/s0006-291x(02)02014-4
10.1016/s0006-291x(02)02086-7
10.1016/s0006-291x(02)02214-3
10.1016/s0006-291x(02)02428-2
10.1016/s0006-291x(02)02522-6
10.1016/s0006-291x(02)02637-2
10.1016/s0006-291x(02)02698-0
10.1016/s0006-291x(02)02720-1
10.1016/s0006-291x(02)02827-9
10.1016/s0006-291x(02)02840-1
10.1016/s0006-291x(02)02894-2
10.1016/s0006-291x(02)02953-4
10.1016/s0006-291x(02)02963-7
10.1016/s0006-291x(02)03010-3
10.1016/s0006-291x(02)03017-6
10.1016/s0006-291x(03)00052-4
10.1016/s0006-291x(03)00083-4
10.1016/s0006-291x(03)00112-8
10.1016/s0006-291x(03)00169-4
10.1016/s0006-291x(03)00318-8
10.1016/s0006-291x(03)00344-9
10.1016/s0006-291x(03)00406-6
10.1016/s0006-291x(03)00415-7
10.1016/s0006-291x(03)00416-9
10.1016/s0006-291x(03)00487-x
10.1016/s0006-291x(03)00550-3
10.1016/s0006-291x(03)00600-4
10.1016/s0006-291x(03)00601-6
10.1016/s0006-291x(03)00757-5
10.1016/s0006-291x(03)00871-4
10.1016/s0006-291x(03)00918-5
10.1016/s0006-291x(03)00923-9
10.1016/s0006-291x(03)00966-5
10.1016/s0006-291x(03)00987-2
10.1016/s0006-291x(03)01025-8
10.1016/s0006-291x(03)01041-6
10.1016/s0006-291x(03)01165-3
10.1016/s0006-291x(03)01187-2
10.1016/s0006-291x(03)01316-0
10.1016/s0006-291x(03)01347-0
10.1016/s0006-291x(03)01354-8
10.1016/s0006-291x(03)01356-1
10.1016/s0006-291x(03)01387-1
10.1016/s0006-291x(03)01486-4
10.1016/s0006-291x(03)01514-6
10.1016/s0006-291x(05)80007-5
10.1016/s0006-291x(05)80125-1
10.1016/s0006-291x(05)80245-1
10.1016/s0006-291x(05)81566-9
10.1016/s0006-291x(05)90005-3
10.1016/s0006-291x(67)80055-x
10.1016/s0006-291x(71)80222-x
10.1016/s0006-291x(73)80072-5
10.1016/s0006-291x(74)80040-9
10.1016/s0006-291x(74)80416-x
10.1016/s0006-291x(80)80213-0
10.1016/s0006-291x(82)80068-5
10.1016/s0006-291x(85)80006-1
10.1016/s0006-291x(85)80157-1
10.1016/s0006-291x(86)80253-4
10.1016/s0006-291x(86)80328-x
10.1016/s0006-291x(88)80345-0
10.1016/s0006-291x(88)80832-5
10.1016/s0006-2952(02)00848-1
10.1016/s0006-2952(02)01223-6
10.1016/s0006-2952(02)01347-3
10.1016/s0006-2952(02)01387-4
10.1016/s0006-2952(02)01515-0
10.1016/s0006-2952(03)00233-8
10.1016/s0006-2952(96)00830-1
10.1016/s0006-2952(96)00837-4
10.1016/s0006-2952(97)00017-8
10.1016/s0006-2952(97)00117-2
10.1016/s0006-2952(99)00212-9
10.1016/s0006-3002(89)80024-1
10.1016/s0006-3002(89)80038-1
10.1016/s0006-3207(00)00009-4
10.1016/s0006-3207(00)00035-5
10.1016/s0006-3207(00)00040-9
10.1016/s0006-3207(00)00048-3
10.1016/s0006-3207(00)00067-7
10.1016/s0006-3207(00)00101-4
10.1016/s0006-3207(00)00145-2
10.1016/s0006-3207(00)00149-x
10.1016/s0006-3207(00)00163-4
10.1016/s0006-3207(00)00184-1
10.1016/s0006-3207(00)00192-0
10.1016/s0006-3207(00)00201-9
10.1016/s0006-3207(00)00230-5
10.1016/s0006-3207(01)00068-4
10.1016/s0006-3207(01)00079-9
10.1016/s0006-3207(01)00128-8
10.1016/s0006-3207(01)00200-2
10.1016/s0006-3207(01)00241-5
10.1016/s0006-3207(02)00048-4
10.1016/s0006-3207(02)00051-4
10.1016/s0006-3207(02)00093-9
10.1016/s0006-3207(02)00097-6
10.1016/s0006-3207(02)00121-0
10.1016/s0006-3207(02)00128-3
10.1016/s0006-3207(02)00136-2
10.1016/s0006-3207(02)00159-3
10.1016/s0006-3207(02)00173-8
10.1016/s0006-3207(02)00180-5
10.1016/s0006-3207(02)00260-4
10.1016/s0006-3207(02)00323-3
10.1016/s0006-3207(03)00095-8
10.1016/s0006-3207(03)00099-5
10.1016/s0006-3207(03)00184-8
10.1016/s0006-3207(03)00191-5
10.1016/s0006-3207(03)00231-3
10.1016/s0006-3207(03)00232-5
10.1016/s0006-3207(96)00030-4
10.1016/s0006-3207(96)00048-1
10.1016/s0006-3207(96)00098-5
10.1016/s0006-3207(96)00142-5
10.1016/s0006-3207(96)00157-7
10.1016/s0006-3207(96)00165-6
10.1016/s0006-3207(97)00055-4
10.1016/s0006-3207(97)00066-9
10.1016/s0006-3207(97)00081-5
10.1016/s0006-3207(97)00141-9
10.1016/s0006-3207(98)00011-1
10.1016/s0006-3207(98)00026-3
10.1016/s0006-3207(98)00129-3
10.1016/s0006-3207(99)00046-4
10.1016/s0006-3207(99)00049-x
10.1016/s0006-3207(99)00110-x
10.1016/s0006-3223(00)00900-8
10.1016/s0006-3223(00)00909-4
10.1016/s0006-3223(00)00960-4
10.1016/s0006-3223(00)00980-x
10.1016/s0006-3223(00)01038-6
10.1016/s0006-3223(00)01050-7
10.1016/s0006-3223(01)01127-1
10.1016/s0006-3223(01)01129-5
10.1016/s0006-3223(01)01139-8
10.1016/s0006-3223(01)01145-3
10.1016/s0006-3223(01)01222-7
10.1016/s0006-3223(01)01223-9
10.1016/s0006-3223(01)01255-0
10.1016/s0006-3223(01)01344-0
10.1016/s0006-3223(02)01362-8
10.1016/s0006-3223(02)01546-9
10.1016/s0006-3223(03)00003-9
10.1016/s0006-3223(03)00117-3
10.1016/s0006-3223(03)00234-8
10.1016/s0006-3223(03)00317-2
10.1016/s0006-3223(03)00347-0
10.1016/s0006-3223(03)00412-8
10.1016/s0006-3223(03)00697-8
10.1016/s0006-3223(03)00727-3
10.1016/s0006-3223(96)00362-9
10.1016/s0006-3223(97)00204-7
10.1016/s0006-3223(97)00205-9
10.1016/s0006-3223(97)00439-3
10.1016/s0006-3223(97)87185-5
10.1016/s0006-3223(98)00142-5
10.1016/s0006-3223(98)00282-0
10.1016/s0006-3223(99)00203-6
10.1016/s0006-3223(99)00231-0
10.1016/s0006-3223(99)00262-0
10.1016/s0006-3223(99)00275-9
10.1016/s0006-3223(99)00307-8
10.1016/s0006-3495(00)76592-1
10.1016/s0006-3495(01)76033-x
10.1016/s0006-3495(01)76114-0
10.1016/s0006-3495(02)73990-8
10.1016/s0006-3495(02)75199-0
10.1016/s0006-3495(02)75226-0
10.1016/s0006-3495(02)75377-0
10.1016/s0006-3495(02)75387-3
10.1016/s0006-3495(02)75673-7
10.1016/s0006-3495(03)74533-0
10.1016/s0006-3495(03)74618-9
10.1016/s0006-3495(03)74619-0
10.1016/s0006-3495(03)74695-5
10.1016/s0006-3495(03)74861-9
10.1016/s0006-3495(03)74971-6
10.1016/s0006-3495(03)75006-1
10.1016/s0006-3495(03)75090-5
10.1016/s0006-3495(04)74328-3
10.1016/s0006-3495(63)86822-8
10.1016/s0006-3495(65)86720-0
10.1016/s0006-3495(68)86517-8
10.1016/s0006-3495(72)86095-8
10.1016/s0006-3495(72)86139-3
10.1016/s0006-3495(76)85683-4
10.1016/s0006-3495(76)85724-4
10.1016/s0006-3495(78)85503-9
10.1016/s0006-3495(78)85521-0
10.1016/s0006-3495(85)83808-x
10.1016/s0006-3495(85)83932-1
10.1016/s0006-3495(86)83640-2
10.1016/s0006-3495(87)83244-7
10.1016/s0006-3495(89)82902-9
10.1016/s0006-3495(90)82444-9
10.1016/s0006-3495(90)82539-x
10.1016/s0006-3495(91)82034-3
10.1016/s0006-3495(92)81679-x
10.1016/s0006-3495(93)81200-1
10.1016/s0006-3495(93)81291-8
10.1016/s0006-3495(93)81321-3
10.1016/s0006-3495(94)80472-2
10.1016/s0006-3495(94)80860-4
10.1016/s0006-3495(94)80873-2
10.1016/s0006-3495(95)80110-4
10.1016/s0006-3495(96)79401-8
10.1016/s0006-3495(96)79559-0
10.1016/s0006-3495(96)79646-7
10.1016/s0006-3495(97)78144-x
10.1016/s0006-3495(97)78841-6
10.1016/s0006-3495(97)78886-6
10.1016/s0006-3495(98)74053-6
10.1016/s0006-3495(98)77518-6
10.1016/s0006-3495(98)77528-9
10.1016/s0006-3495(98)77529-0
10.1016/s0006-3495(98)77549-6
10.1016/s0006-3495(98)77865-8
10.1016/s0006-3495(98)77975-5
10.1016/s0006-3495(99)76912-2
10.1016/s0006-3495(99)76929-8
10.1016/s0006-3495(99)76993-6
10.1016/s0006-3495(99)77065-7
10.1016/s0006-3495(99)77153-5
10.1016/s0006-3495(99)77219-x
10.1016/s0006-3495(99)77225-5
10.1016/s0006-3495(99)77321-2
10.1016/s0006-8993(00)02016-3
10.1016/s0006-8993(00)02138-7
10.1016/s0006-8993(00)02797-9
10.1016/s0006-8993(00)03030-4
10.1016/s0006-8993(01)02023-6
10.1016/s0006-8993(01)02619-1
10.1016/s0006-8993(01)03208-5
10.1016/s0006-8993(02)02590-8
10.1016/s0006-8993(02)03140-2
10.1016/s0006-8993(02)03198-0
10.1016/s0006-8993(02)03376-0
10.1016/s0006-8993(02)03729-0
10.1016/s0006-8993(02)04167-7
10.1016/s0006-8993(03)02483-1
10.1016/s0006-8993(03)03090-7
10.1016/s0006-8993(10)80021-6
10.1016/s0006-8993(96)00225-9
10.1016/s0006-8993(96)00859-1
10.1016/s0006-8993(96)01114-6
10.1016/s0006-8993(97)00051-6
10.1016/s0006-8993(97)00181-9
10.1016/s0006-8993(97)00194-7
10.1016/s0006-8993(97)00300-4
10.1016/s0006-8993(97)01055-x
10.1016/s0006-8993(98)00169-3
10.1016/s0006-8993(98)00644-1
10.1016/s0006-8993(98)00764-1
10.1016/s0006-8993(98)00783-5
10.1016/s0006-8993(98)01288-8
10.1016/s0006-8993(99)01125-7
10.1016/s0006-8993(99)01179-8
10.1016/s0006-8993(99)01381-5
10.1016/s0006-8993(99)01666-2
10.1016/s0006-8993(99)01668-6
10.1016/s0006-8993(99)01768-0
10.1016/s0006-8993(99)01784-9
10.1016/s0007-0785(50)80066-2
10.1016/s0007-0971(62)80031-x
10.1016/s0007-0971(70)80036-5
10.1016/s0007-1226(95)90233-3
10.1016/s0007-1528(83)80011-x
10.1016/s0007-1536(07)80061-1
10.1016/s0007-1536(12)80024-6
10.1016/s0007-1536(14)80006-5
10.1016/s0007-1536(14)80018-1
10.1016/s0007-1536(14)80024-7
10.1016/s0007-1536(14)80027-2
10.1016/s0007-1536(14)80049-1
10.1016/s0007-1536(17)80003-6
10.1016/s0007-1536(17)80017-6
10.1016/s0007-1536(17)80018-8
10.1016/s0007-1536(17)80034-6
10.1016/s0007-1536(17)80054-1
10.1016/s0007-1536(21)80002-9
10.1016/s0007-1536(22)80002-4
10.1016/s0007-1536(22)80005-x
10.1016/s0007-1536(23)80020-1
10.1016/s0007-1536(24)80002-5
10.1016/s0007-1536(26)80021-x
10.1016/s0007-1536(26)80022-1
10.1016/s0007-1536(26)80040-3
10.1016/s0007-1536(27)80002-1
10.1016/s0007-1536(28)80027-1
10.1016/s0007-1536(30)80003-2
10.1016/s0007-1536(31)80006-3
10.1016/s0007-1536(32)80023-9
10.1016/s0007-1536(33)80022-2
10.1016/s0007-1536(34)80003-4
10.1016/s0007-1536(38)80004-8
10.1016/s0007-1536(38)80015-2
10.1016/s0007-1536(38)80021-8
10.1016/s0007-1536(39)80013-4
10.1016/s0007-1536(40)80028-4
10.1016/s0007-1536(42)80001-7
10.1016/s0007-1536(42)80022-4
10.1016/s0007-1536(47)80011-7
10.1016/s0007-1536(47)80012-9
10.1016/s0007-1536(50)80061-x
10.1016/s0007-1536(50)80075-x
10.1016/s0007-1536(50)80080-3
10.1016/s0007-1536(51)80008-1
10.1016/s0007-1536(51)80026-3
10.1016/s0007-1536(51)80030-5
10.1016/s0007-1536(53)80057-4
10.1016/s0007-1536(54)80009-x
10.1016/s0007-1536(55)80008-3
10.1016/s0007-1536(55)80069-1
10.1016/s0007-1536(56)80001-6
10.1016/s0007-1536(56)80024-7
10.1016/s0007-1536(56)80078-8
10.1016/s0007-1536(57)80066-7
10.1016/s0007-1536(58)80032-7
10.1016/s0007-1536(60)80032-0
10.1016/s0007-1536(60)80061-7
10.1016/s0007-1536(60)80065-4
10.1016/s0007-1536(60)80067-8
10.1016/s0007-1536(61)80026-0
10.1016/s0007-1536(64)80003-6
10.1016/s0007-1536(64)80024-3
10.1016/s0007-1536(64)80034-6
10.1016/s0007-1536(65)80020-1
10.1016/s0007-1536(66)80077-3
10.1016/s0007-1536(67)80001-9
10.1016/s0007-1536(67)80014-7
10.1016/s0007-1536(67)80015-9
10.1016/s0007-1536(68)80092-0
10.1016/s0007-1536(68)80095-6
10.1016/s0007-1536(68)80102-0
10.1016/s0007-1536(68)80104-4
10.1016/s0007-1536(68)80117-2
10.1016/s0007-1536(69)80066-5
10.1016/s0007-1536(70)80062-6
10.1016/s0007-1536(70)80075-4
10.1016/s0007-1536(71)80061-x
10.1016/s0007-1536(72)80037-8
10.1016/s0007-1536(73)80045-2
10.1016/s0007-1536(75)80098-2
10.1016/s0007-1536(77)80045-4
10.1016/s0007-1536(77)80128-9
10.1016/s0007-1536(77)80214-3
10.1016/s0007-1536(79)80031-5
10.1016/s0007-1536(79)80066-2
10.1016/s0007-1536(79)80143-6
10.1016/s0007-1536(80)80003-9
10.1016/s0007-1536(80)80202-6
10.1016/s0007-1536(81)80013-7
10.1016/s0007-1536(81)80077-0
10.1016/s0007-1536(81)80085-x
10.1016/s0007-1536(82)80114-9
10.1016/s0007-1536(82)80126-5
10.1016/s0007-1536(82)80150-2
10.1016/s0007-1536(82)80211-8
10.1016/s0007-1536(83)80177-6
10.1016/s0007-1536(84)80106-0
10.1016/s0007-1536(84)80107-2
10.1016/s0007-1536(84)80154-0
10.1016/s0007-1536(85)80022-x
10.1016/s0007-1536(85)80056-5
10.1016/s0007-1536(85)80071-1
10.1016/s0007-1536(85)80209-6
10.1016/s0007-1536(85)80250-3
10.1016/s0007-1536(86)80018-3
10.1016/s0007-1536(86)80028-6
10.1016/s0007-1536(86)80098-5
10.1016/s0007-1536(86)80099-7
10.1016/s0007-1536(86)80101-2
10.1016/s0007-1536(86)80130-9
10.1016/s0007-1536(86)80186-3
10.1016/s0007-1536(86)80230-3
10.1016/s0007-1536(87)80068-2
10.1016/s0007-1536(87)80162-6
10.1016/s0007-1536(87)80211-5
10.1016/s0007-1536(87)80216-4
10.1016/s0007-1536(88)80009-3
10.1016/s0007-1536(88)80011-1
10.1016/s0007-1536(88)80021-4
10.1016/s0007-1536(88)80148-7
10.1016/s0007-1536(88)80199-2
10.1016/s0007-1935(96)80100-x
10.1016/s0007-8506(07)60688-x
10.1016/s0007-8506(07)62129-5
10.1016/s0007-8506(07)63453-2
10.1016/s0008-4182(00)80031-9
10.1016/s0008-4182(01)80018-1
10.1016/s0008-4182(04)80005-x
10.1016/s0008-4182(05)80073-0
10.1016/s0008-6215(00)00167-1
10.1016/s0008-6215(00)80570-4
10.1016/s0008-6215(00)80914-3
10.1016/s0008-6215(00)82066-2
10.1016/s0008-6215(00)84105-1
10.1016/s0008-6215(00)84444-4
10.1016/s0008-6215(00)84542-5
10.1016/s0008-6215(00)84584-x
10.1016/s0008-6215(00)84913-7
10.1016/s0008-6215(00)90822-x
10.1016/s0008-6215(01)00006-4
10.1016/s0008-6215(01)00218-x
10.1016/s0008-6215(02)00405-6
10.1016/s0008-6215(05)80012-6
10.1016/s0008-6215(78)80038-x
10.1016/s0008-6215(96)00294-7
10.1016/s0008-6215(96)00312-6
10.1016/s0008-6215(98)00112-8
10.1016/s0008-6215(98)00151-7
10.1016/s0008-6215(99)00158-5
10.1016/s0008-6215(99)00214-1
10.1016/s0008-6223(00)00063-4
10.1016/s0008-6223(00)00183-4
10.1016/s0008-6223(02)00029-5
10.1016/s0008-6223(02)00182-3
10.1016/s0008-6223(03)00210-0
10.1016/s0008-6223(97)00057-2
10.1016/s0008-6223(97)00096-1
10.1016/s0008-6223(98)00328-5
10.1016/s0008-6363(00)00004-3
10.1016/s0008-6363(00)00119-x
10.1016/s0008-6363(00)00140-1
10.1016/s0008-6363(00)00229-7
10.1016/s0008-6363(02)00408-x
10.1016/s0008-6363(02)00446-7
10.1016/s0008-6363(02)00606-5
10.1016/s0008-6363(02)00662-4
10.1016/s0008-6363(02)00837-4
10.1016/s0008-6363(03)00476-0
10.1016/s0008-6363(03)00511-x
10.1016/s0008-6363(97)00258-7
10.1016/s0008-6363(98)00062-5
10.1016/s0008-6363(99)00011-5
10.1016/s0008-6363(99)00071-1
10.1016/s0008-6363(99)00094-2
10.1016/s0008-6363(99)00123-6
10.1016/s0008-8846(98)00165-3
10.1016/s0009-2509(02)00140-9
10.1016/s0009-2509(97)00081-x
10.1016/s0009-2509(97)88932-4
10.1016/s0009-2509(98)00086-4
10.1016/s0009-2541(01)00279-0
10.1016/s0009-2541(02)00148-1
10.1016/s0009-2541(02)00409-6
10.1016/s0009-2541(96)00114-3
10.1016/s0009-2541(97)00029-6
10.1016/s0009-2541(97)00146-0
10.1016/s0009-2541(97)00175-7
10.1016/s0009-2541(99)00092-3
10.1016/s0009-2541(99)00187-4
10.1016/s0009-2614(01)00403-1
10.1016/s0009-2614(01)00730-8
10.1016/s0009-2614(01)01215-5
10.1016/s0009-2614(02)00502-x
10.1016/s0009-2614(89)87395-6
10.1016/s0009-2614(96)01351-6
10.1016/s0009-2614(99)01075-1
10.1016/s0009-2797(00)00197-6
10.1016/s0009-2797(00)00233-7
10.1016/s0009-2797(00)00237-4
10.1016/s0009-2797(01)00277-0
10.1016/s0009-2797(97)00087-2
10.1016/s0009-2797(97)00157-9
10.1016/s0009-2797(99)00159-3
10.1016/s0009-3084(00)00128-6
10.1016/s0009-3084(02)00143-3
10.1016/s0009-3084(02)00152-4
10.1016/s0009-9120(00)00201-0
10.1016/s0009-9120(99)00101-0
10.1016/s0009-9260(02)90981-5
10.1016/s0009-9260(05)80322-8
10.1016/s0009-9260(81)80334-0
10.1016/s0009-9260(97)80273-5
10.1016/s0010-0277(00)00069-x
10.1016/s0010-0277(00)00124-4
10.1016/s0010-0277(00)00153-0
10.1016/s0010-0277(01)00127-5
10.1016/s0010-0277(02)00008-2
10.1016/s0010-0277(02)00009-4
10.1016/s0010-0277(02)00011-2
10.1016/s0010-0277(02)00017-3
10.1016/s0010-0277(02)00045-8
10.1016/s0010-0277(02)00101-4
10.1016/s0010-0277(02)00125-7
10.1016/s0010-0277(02)00175-0
10.1016/s0010-0277(02)00185-3
10.1016/s0010-0277(02)00186-5
10.1016/s0010-0277(03)00023-4
10.1016/s0010-0277(03)00116-1
10.1016/s0010-0277(03)00141-0
10.1016/s0010-0277(03)00160-4
10.1016/s0010-0277(96)00781-0
10.1016/s0010-0277(97)00040-1
10.1016/s0010-0277(98)00027-4
10.1016/s0010-0277(99)00036-0
10.1016/s0010-0277(99)00047-5
10.1016/s0010-0277(99)00058-x
10.1016/s0010-0277(99)00073-6
10.1016/s0010-0285(02)00518-2
10.1016/s0010-0285(03)00115-4
10.1016/s0010-2180(02)00393-0
10.1016/s0010-2180(73)81268-4
10.1016/s0010-2180(98)00048-0
10.1016/s0010-440x(61)80015-1
10.1016/s0010-440x(67)80020-8
10.1016/s0010-440x(97)90001-8
10.1016/s0010-440x(99)90137-2
10.1016/s0010-4485(02)00048-9
10.1016/s0010-4655(98)00056-3
10.1016/s0010-4825(02)00060-4
10.1016/s0010-7824(00)00087-1
10.1016/s0010-7824(00)00122-0
10.1016/s0010-7824(01)00289-x
10.1016/s0010-7824(01)00302-x
10.1016/s0010-7824(02)00294-9
10.1016/s0010-7824(02)00434-1
10.1016/s0010-7824(71)80004-5
10.1016/s0010-7824(72)80014-3
10.1016/s0010-7824(78)80019-5
10.1016/s0010-7824(80)80017-5
10.1016/s0010-7824(80)80018-7
10.1016/s0010-7824(95)00140-9
10.1016/s0010-7824(96)00200-4
10.1016/s0010-7824(96)00203-x
10.1016/s0010-7824(97)00142-x
10.1016/s0010-7824(97)00174-1
10.1016/s0010-7824(98)00131-0
10.1016/s0010-8545(00)00287-3
10.1016/s0010-8545(00)00398-2
10.1016/s0010-8545(01)00421-0
10.1016/s0010-8545(02)00305-3
10.1016/s0010-8545(03)00062-6
10.1016/s0010-8545(97)00011-8
10.1016/s0010-8545(99)00226-x
10.1016/s0010-938x(00)00046-9
10.1016/s0010-9452(08)70002-9
10.1016/s0010-9452(08)70005-4
10.1016/s0010-9452(08)70033-9
10.1016/s0010-9452(08)70185-0
10.1016/s0010-9452(08)70194-1
10.1016/s0010-9452(08)70227-2
10.1016/s0010-9452(08)70276-4
10.1016/s0010-9452(08)70339-3
10.1016/s0010-9452(08)70357-5
10.1016/s0010-9452(08)70492-1
10.1016/s0010-9452(08)70622-1
10.1016/s0010-9452(08)70665-8
10.1016/s0010-9452(08)70688-9
10.1016/s0010-9452(08)70727-5
10.1016/s0010-9452(08)70731-7
10.1016/s0010-9452(08)70736-6
10.1016/s0010-9452(08)70838-4
10.1016/s0010-9452(08)70887-6
10.1016/s0010-9452(08)70913-4
10.1016/s0010-9452(08)70919-5
10.1016/s0010-9452(08)70920-1
10.1016/s0010-9452(08)70941-9
10.1016/s0010-9452(13)80064-0
10.1016/s0010-9452(13)80084-6
10.1016/s0010-9452(13)80106-2
10.1016/s0010-9452(13)80166-9
10.1016/s0010-9452(13)80300-0
10.1016/s0010-9452(13)80302-4
10.1016/s0010-9452(13)80332-2
10.1016/s0010-9452(64)80018-6
10.1016/s0010-9452(67)80010-8
10.1016/s0010-9452(72)80018-2
10.1016/s0010-9452(74)80009-2
10.1016/s0010-9452(75)80020-7
10.1016/s0010-9452(83)80020-3
10.1016/s0010-9452(83)80057-4
10.1016/s0010-9452(86)80029-6
10.1016/s0010-9452(87)80007-2
10.1016/s0010-9452(87)80049-7
10.1016/s0010-9452(88)80007-8
10.1016/s0010-9452(88)80029-7
10.1016/s0010-9452(96)80049-9
10.1016/s0011-2240(02)00160-8
10.1016/s0011-2240(65)80094-3
10.1016/s0011-2240(70)80083-9
