10.1557/PROC-0931-KK05-07
10.1557/PROC-0997-I04-08
10.1557/PROC-1047-Y06-07
10.1557/PROC-1052-DD01-01
10.1557/PROC-230-231
10.1557/PROC-247-877
10.1557/PROC-247-889
10.1557/PROC-254-79
10.1557/PROC-3-3
10.1557/PROC-452-597
10.1557/PROC-453-103
10.1557/PROC-465-1309
10.1557/PROC-487-101
10.1557/PROC-549-93
10.1557/PROC-676-Y7.8
10.1557/PROC-713-JJ11.61
10.1557/PROC-740-I1.8
10.1557/PROC-745-N4.7
10.1557/PROC-755-DD8.10
10.1557/PROC-76-67
10.1557/PROC-765-D7.4
10.1557/PROC-838-O10.5
10.1557/PROC-875-O12.7
10.1557/PROC-97-145
10.1557/S0883769400045164
10.1557/jmr.1991.0483
10.1557/jmr.2000.0370
10.1557/jmr.2004.0460
10.1557/jmr.2004.19.1.3
10.1557/jmr.2008.0143
10.1557/jmr.2010.0198
10.1557/jmr.2012.376
10.1557/jmr.2012.43
10.1557/jmr.2014.140
10.1557/jmr.2014.165
10.1557/jmr.2014.333
10.1557/jmr.2014.52
10.1557/jmr.2014.6
10.1557/jmr.2015.14
10.1557/jmr.2015.23
10.1557/jmr.2015.6
10.1557/jmr.2016.84
10.1557/mrc.2015.28
10.1557/mrc.2017.101
10.1557/mrs.2011.190
10.1557/mrs.2011.337
10.1557/mrs.2012.125
10.1557/mrs.2012.194
10.1557/mrs.2012.232
10.1557/mrs.2012.33
10.1557/mrs.2012.34
10.1557/mrs.2012.88
10.1557/mrs.2013.206
10.1557/mrs.2014.304
10.1557/mrs.2014.5
10.1557/mrs.2014.76
10.1557/mrs.2016.212
10.1557/mrs.2016.35
10.1557/mrs.2016.93
10.1557/mrs.2017.86
10.1557/mrs2000.17
10.1557/mrs2001.119
10.1557/mrs2002.73
10.1557/mrs2004.165
10.1557/mrs2004.209
10.1557/mrs2004.236
10.1557/mrs2004.74
10.1557/mrs2005.2
10.1557/mrs2005.272
10.1557/mrs2005.8
10.1557/mrs2006.4
10.1557/mrs2006.44
10.1557/mrs2007.211
10.1557/mrs2007.29
10.1557/mrs2007.62
10.1557/mrs2007.81
10.1557/mrs2008.158
10.1557/mrs2008.224
10.1557/mrs2008.44
