10.4137/BECB.S34255
10.4137/BTRI.S12331
10.4137/CCRep.S17455
10.4137/CCRep.S40196
10.4137/CGast.S13200
10.4137/CIN.S13783
10.4137/CIN.S2846
10.4137/CIn.s17285
10.4137/CMAMD.S37477
10.4137/CMAMD.S39160
10.4137/CMBD.S16952
10.4137/CMC.S15716
10.4137/CMED.S9494
10.4137/CMENT.S17980
10.4137/CMO.S11670
10.4137/CMO.S13671
10.4137/CMO.S5074
10.4137/CMPed.S16962
10.4137/CMPed.S40070
10.4137/CMPed.S8304
10.4137/CMRH.S10930
10.4137/CMRT.S1637
10.4137/CPath.S39930
10.4137/CTTT.S11249
10.4137/EBO.S10048
10.4137/EBO.S33489
10.4137/EBO.S5875
10.4137/EBO.S7084
10.4137/EHI.S31765
10.4137/EHI.S5662
10.4137/GEI.S11490
10.4137/GRSB.S29411
10.4137/HPD.S19569
10.4137/IJTR.S18231
10.4137/IJTR.S33385
10.4137/IJTR.S8158
10.4137/JCD.S18368
10.4137/JCNSD.S13540
10.4137/JCNSD.S13793
10.4137/JCNSD.S4138
10.4137/JCNSD.S4888
10.4137/JCNSD.S5729
10.4137/JCNSD.S9381
10.4137/JEN.S11267
10.4137/JEN.S25469
10.4137/MBI.S10878
10.4137/MBI.S10880
10.4137/NMI.S32910
10.4137/NMI.S39764
10.4137/OED.S11142
10.4137/OED.S2821
10.4137/OED.S32004
10.4137/PRI.S6329
10.4137/RRT.S9429
10.4137/SART.S10389
10.4137/SART.S13019
10.4137/SART.S23544
10.4137/SART.S25081
10.4137/SART.S9247
10.4137/VRT.S31744
10.4137/bbi.s28902
10.4137/bii.s37977
10.4137/ccrep.s40196
10.4138/1047
10.4138/1982
10.4138/5933
10.4138/atlgeol.2011.003
10.4138/atlgeol.2014.011
10.4138/atlgeol.2016.010
10.4138/atlgeol.2016.013
10.4138/atlgeol.2017.002
10.4140/TCP.n.2008.141
10.4140/TCP.n.2009.100
10.4140/TCP.n.2009.366
10.4141/A01-099
10.4141/A02-001
10.4141/A02-021
10.4141/A02-111
10.4141/A03-085
10.4141/A04-041
10.4141/CJAS07081
10.4141/CJPS09110
10.4141/CJPS10073
10.4141/P00-007
10.4141/P00-074l
10.4141/P01-010
10.4141/P01-034
10.4141/P03-056
10.4141/P03-182
10.4141/P04-120
10.4141/P05-193
10.4141/P05-193"/>
10.4141/P05-193">{{cite
10.4141/P97-114
10.4141/P98-063
10.4141/P98-083
10.4141/S04-003
10.4141/S04-004
10.4141/S96-084
10.4141/a03-109
10.4141/a05-049
10.4141/cjps-2014-365
10.4141/cjps57-038
10.4141/cjps65-103
10.4141/cjps74-017
10.4141/cjps75-040
10.4141/cjps75-163
10.4141/cjps77-053
10.4141/cjps78-062
10.4141/cjps78-155
10.4141/cjps82-067
10.4141/cjps85-018
10.4141/cjps86-052
10.4141/cjps86-091
10.4141/cjps95-036
10.4141/cjss2011-100
10.4141/cjss2012-046
10.4141/cjss60-023
10.4141/cjss60-027
10.4141/cjss61-024
10.4141/cjss65-045
10.4141/cjss68-037
10.4141/cjss76-068
10.4141/cjss78-049
10.4141/cjss93-043
10.4141/news.2014.10.10.275
10.4141/p00-007
10.4141/p03-056
10.4141/p03-182
10.4141/p04-114
10.4141/p98-063
10.4141/s00-075
10.4142/jvs.2006.7.1.93
10.4142/jvs.2006.7.1.97
10.4142/jvs.2006.7.2.199
10.4142/jvs.2007.8.4.341
10.4142/jvs.2008.9.2.211
10.4142/jvs.2009.10.1.81
10.4142/jvs.2009.10.4.273
10.4142/jvs.2013.14.4.421
10.4143/crt.2005.37.2.98
10.4143/crt.2008.40.4.190
10.4143/crt.2010.42.3.151
10.4143/crt.2014.009
10.4147/HTC-081000
10.4148/1944-9771.1079
10.4148/2334-4415.1051
10.4148/2334-4415.1271
10.4148/2334-4415.1545
10.4148/2334-4415.1636
10.4148/2334-4415.1808
10.4148/2334-4415.1909
10.4148/2378-5853.1272
10.4148/2378-5853.1276
10.4148/2475-7799.1022
10.4148/2475-7799.1043
10.4148/2475-7799.1082
10.4148/2475-7799.1099
10.4148/biyclc.v7i0.1775
10.4148/jft.v1i1.257
10.4148/ojrrp.v4i1.59
10.4149/BLL_2014_101
10.4149/av_2009_02_73
10.4149/av_2010_01_75
10.4149/av_2015_02_179
10.4149/bll_2015_060
10.4149/bll_2016_066
10.4149/gpb_2010_01_3
10.4149/gpb_2011_SI1_13
10.4149/gpb_2015039
10.4149/neo_2009_02_119
10.4149/neo_2010_02_123
10.4149/neo_2015_101
10.4153/CJM-1949-009-2
10.4153/CJM-1949-021-5
10.4153/CJM-1949-033-6
10.4153/CJM-1950-012-1
10.4153/CJM-1950-035-6
10.4153/CJM-1950-036-3
10.4153/CJM-1951-005-8
10.4153/CJM-1951-026-2
10.4153/CJM-1951-038-3
10.4153/CJM-1951-045-8
10.4153/CJM-1952-005-3
10.4153/CJM-1953-001-3
10.4153/CJM-1953-017-4
10.4153/CJM-1953-043-4
10.4153/CJM-1954-020-5
10.4153/CJM-1954-028-3
10.4153/CJM-1954-029-0
10.4153/CJM-1954-031-9
10.4153/CJM-1954-033-3
10.4153/CJM-1954-037-2
10.4153/CJM-1954-038-x
10.4153/CJM-1955-001-4
10.4153/CJM-1955-003-7
10.4153/CJM-1955-010-4
10.4153/CJM-1955-021-8
10.4153/CJM-1955-022-5
10.4153/CJM-1955-045-x
10.4153/CJM-1956-034-1
10.4153/CJM-1956-045-5
10.4153/CJM-1956-063-3
10.4153/CJM-1957-021-9
10.4153/CJM-1957-041-1
10.4153/CJM-1957-045-0
10.4153/CJM-1957-060-7
10.4153/CJM-1958-023-9
10.4153/CJM-1958-024-6
10.4153/CJM-1958-029-2
10.4153/CJM-1958-046-3
10.4153/CJM-1958-047-0
10.4153/CJM-1958-052-0
10.4153/CJM-1959-003-9
10.4153/CJM-1959-013-8
10.4153/CJM-1959-057-2
10.4153/CJM-1960-016-5
10.4153/CJM-1960-045-7
10.4153/CJM-1961-015-3
10.4153/CJM-1961-029-9
10.4153/CJM-1961-059-8
10.4153/CJM-1962-019-8
10.4153/CJM-1963-006-x
10.4153/CJM-1963-041-4
10.4153/CJM-1963-051-0
10.4153/CJM-1963-058-1
10.4153/CJM-1964-049-8
10.4153/CJM-1964-055-5
10.4153/CJM-1964-065-1
10.4153/CJM-1964-078-x
10.4153/CJM-1965-034-0
10.4153/CJM-1965-035-8
10.4153/CJM-1965-045-4
10.4153/CJM-1965-071-4
10.4153/CJM-1966-014-3
10.4153/CJM-1966-087-x
10.4153/CJM-1966-129-2
10.4153/CJM-1967-017-0
10.4153/CJM-1967-101-8
10.4153/CJM-1970-067-9
10.4153/CJM-1970-125-1
10.4153/CJM-1973-030-5
10.4153/CJM-1973-060-4
10.4153/CJM-1975-104-6
10.4153/CJM-1975-127-5
10.4153/CJM-1977-069-1
10.4153/CJM-1979-043-6
10.4153/CJM-1979-069-2
10.4153/CJM-1979-070-3
10.4153/CJM-1979-108-0
10.4153/CJM-1980-076-2
10.4153/CJM-1980-079-4
10.4153/CJM-1981-046-9
10.4153/CJM-1981-076-8
10.4153/CJM-1981-080-0
10.4153/CJM-1982-067-4
10.4153/CJM-1982-095-9
10.4153/CJM-1983-059-8
10.4153/CJM-1987-053-6
10.4153/CJM-1991-049-5
10.4153/CJM-1991-069-8
10.4153/CJM-1992-052-6
10.4153/CJM-1999-011-1
10.4153/CJM-1999-060-6
10.4153/CJM-2004-004-5
10.4153/CJM-2004-013-8
10.4153/CMB-1960-034-5
10.4153/CMB-1961-013-0
10.4153/CMB-1961-018-7
10.4153/CMB-1964-039-3
10.4153/CMB-1966-036-2
10.4153/CMB-1966-038-7
10.4153/CMB-1967-046-4
10.4153/CMB-1968-002-3
10.4153/CMB-1968-006-9
10.4153/CMB-1968-022-8
10.4153/CMB-1968-047-7
10.4153/CMB-1968-062-3
10.4153/CMB-1968-063-0
10.4153/CMB-1969-107-x
10.4153/CMB-1971-007-1
10.4153/CMB-1972-012-3
10.4153/CMB-1972-035-8
10.4153/CMB-1973-008-9
10.4153/CMB-1973-077-3
10.4153/CMB-1974-064-0
10.4153/CMB-1974-066-5
10.4153/CMB-1975-064-6
10.4153/CMB-1976-071-6
10.4153/CMB-1980-009-3
10.4153/CMB-1982-053-0
10.4153/CMB-1983-077-8
10.4153/CMB-1985-016-3
10.4153/CMB-1988-020-2
10.4153/CMB-1990-059-8
10.4153/CMB-1991-079-6
10.4153/CMB-1992-037-1
10.4153/CMB-1997-019-0
10.4153/CMB-1999-050-1
10.4153/CMB-2000-047-6
10.4153/CMB-2001-020-8
10.4153/CMB-2002-049-1
10.4153/CMB-2003-029-4
10.4153/CMB-2007-028-9
10.4153/CMB-2008-060-9
10.4153/CMB-2009-054-5
10.4153/cjm-1949-009-2
10.4153/cjm-1949-031-1
10.4153/cjm-1950-009-8
10.4153/cjm-1951-012-7
10.4153/cjm-1953-055-5
10.4153/cjm-1956-034-1
10.4153/cjm-1956-045-5
10.4153/cjm-1957-060-7
10.4153/cjm-1958-045-6
10.4153/cjm-1958-052-0
10.4153/cjm-1960-045-7
10.4153/cjm-1960-049-6
10.4153/cjm-1963-069-5
10.4153/cjm-1964-023-1
10.4153/cjm-1965-044-7
10.4153/cjm-1966-014-3
10.4153/cjm-1966-021-8
10.4153/cjm-1967-070-8
10.4153/cjm-1968-107-2
10.4153/cjm-1968-148-x
10.4153/cjm-1971-102-8
10.4153/cjm-1972-063-0
10.4153/cjm-1976-090-x
10.4153/cjm-1976-123-8
10.4153/cjm-1978-039-8
10.4153/cjm-1980-091-9
10.4153/cjm-1982-020-8
10.4153/cjm-1983-059-8
10.4153/cjm-1989-049-4
10.4153/cjm-1992-060-8
10.4153/cjm-1995-061-1
10.4153/cjm-1999-054-9
10.4153/cjm-2002-016-9
10.4153/cjm-2009-007-4
10.4153/cmb-1960-006-5
10.4153/cmb-1963-001-x
10.4153/cmb-1964-038-6
10.4153/cmb-1965-044-9
10.4153/cmb-1968-006-9
10.4153/cmb-1971-007-1
10.4153/cmb-1973-008-9
10.4153/cmb-1974-090-0
10.4153/cmb-1976-064-1
10.4153/cmb-1981-069-5
10.4153/cmb-1987-064-1
10.4153/cmb-1995-002-0
10.4153/cmb-2007-030-7
10.4154/gc.2009.07
10.4154/gc.2015.11
10.4154/gc.2015.14
10.4154/gc.2015.15
10.4154/gc.2016.17
10.4154/gc.2017.15
10.4155/BFS.09.20
10.4155/BIO.12.202
10.4155/BIO.13.36
10.4155/CMT.10.39
10.4155/bfs.09.20
10.4155/bio-2016-0045
10.4155/bio.09.108
10.4155/bio.09.24
10.4155/bio.09.3
10.4155/bio.09.4
10.4155/bio.09.40
10.4155/bio.09.7
10.4155/bio.09.96
10.4155/bio.10.32
10.4155/bio.10.42
10.4155/bio.11.18
10.4155/bio.11.232
10.4155/bio.11.291
10.4155/bio.11.308
10.4155/bio.11.95
10.4155/bio.12.202
10.4155/bio.12.27
10.4155/bio.14.280
10.4155/bio.14.9
10.4155/bio.15.237
10.4155/cli.11.178
10.4155/cli.13.7
10.4155/cmt.11.29
10.4155/ebo.13.417
10.4155/fmc-2016-0078
10.4155/fmc-2016-0207
10.4155/fmc-2017-0047
10.4155/fmc-2017-0228
10.4155/fmc-2017-0273
10.4155/fmc.09.123
10.4155/fmc.09.32
10.4155/fmc.09.44)
10.4155/fmc.09.65
10.4155/fmc.09.89
10.4155/fmc.10.21
10.4155/fmc.10.226
10.4155/fmc.10.279
10.4155/fmc.10.280
10.4155/fmc.10.281
10.4155/fmc.10.287
10.4155/fmc.10.3
10.4155/fmc.11.117
10.4155/fmc.11.136
10.4155/fmc.11.150
10.4155/fmc.11.166
10.4155/fmc.11.17
10.4155/fmc.11.181
10.4155/fmc.11.194
10.4155/fmc.11.195
10.4155/fmc.12.122
10.4155/fmc.12.26
10.4155/fmc.12.29
10.4155/fmc.12.41
10.4155/fmc.12.69
10.4155/fmc.13.215
10.4155/fmc.13.216
10.4155/fmc.13.31
10.4155/fmc.13.84
10.4155/fmc.14.145
10.4155/fmc.14.146
10.4155/fmc.14.151
10.4155/fmc.14.152
10.4155/fmc.14.60
10.4155/fmc.14.98
10.4155/fmc.15.121
10.4155/fmc.15.74
10.4155/fsoa-2017-0100
10.4155/ppa.13.31
10.4155/ppa.14.19
10.4155/ppa.14.46
10.4155/ppa.15.1
10.4155/ppa.15.20
10.4155/tde.10.100
10.4155/tde.12.127
10.4155/tde.12.80
10.4155/tde.13.151
10.4155/tde.14.103
10.4155/tde.15.32
10.4155/tde.15.44
10.4155/tde.15.85
10.4156/aiss.vol2.issue1.6
10.4156/jnit.vol4.issue3.7
10.4157/grj.54.570
10.4158/EP.11.4.272
10.4158/EP.14.9.1095
10.4158/EP.3.2.77
10.4158/EP.7.2.79
10.4158/EP.7.4.279
10.4158/EP.7.5.358
10.4158/EP.9.5.370
10.4158/EP09101.ORR
10.4158/EP09170.RAR
10.4158/EP10359.RA
10.4158/EP10379.RA
10.4158/EP11138.CR
10.4158/EP12131.CR
10.4158/EP12241.CR
10.4158/EP12280.GL
10.4158/EP12325.OR
10.4158/EP13020.RA
10.4158/EP13155.GL
10.4158/EP14330.OR
10.4158/EP14351.RA
10.4158/EP14373.RA
10.4158/EP14421.RA
10.4158/EP15814.OR
10.4158/EP161315.CO
10.4158/endp.19.1.v767575m65p5mr06
10.4158/ep.10.5.404
10.4158/ep.10.6.497
10.4158/ep.12.2.137
10.4158/ep.12.4.358
10.4158/ep.12.6.676
10.4158/ep.13.1.63
10.4158/ep.13.5.493
10.4158/ep.13.6.615
10.4158/ep.14.6.782
10.4158/ep.14.9.1137
10.4158/ep.16.s3.1
10.4158/ep09011.or
10.4158/ep12280.gl
10.4159/9780674089167-029
10.4159/DLCL.appian-roman_history_civil_wars.1913
10.4159/DLCL.aristotle-history_animals.1965
