10.1093/jsh/shw006
10.1093/jsh/shw060
10.1093/jsh/shw088
10.1093/jsh/shw088/2890346/The-Banjo-America-s-African-Instrument-By-Lau
10.1093/jsh/shw102
10.1093/jsh/shw102/9368294/shw102.pdf
10.1093/jsh/shx045
10.1093/jsh/shx045/3894102
10.1093/jsh/shx054
10.1093/jsh/shx054/3894106
10.1093/jsh/shx054/3894106/Televised-Redemption-Black-Religious-Media-an
10.1093/jss/10.2.178
10.1093/jss/15.2.205
10.1093/jss/15.2.246
10.1093/jss/17.2.237
10.1093/jss/26.2.229
10.1093/jss/27.1.17
10.1093/jss/3.1.58
10.1093/jss/43.2.209
10.1093/jss/47.1.129
10.1093/jss/48.2.401
10.1093/jss/7.2.222
10.1093/jss/7.2.304
10.1093/jss/XLII.1.39
10.1093/jss/XXIX.2.255
10.1093/jss/XXVIII.2.355
10.1093/jss/XXXV.1.181
10.1093/jss/XXXVII.1.132
10.1093/jss/fgm043
10.1093/jss/fgp011
10.1093/jss/fgr034
10.1093/jss/fgs020
10.1093/jss/fgs042
10.1093/jss/xliv.2.251
10.1093/jss/xxx.2.265
10.1093/jtm/taw007
10.1093/jts/39.1.227
10.1093/jts/41.1.111
10.1093/jts/43.2.797
10.1093/jts/46.1.1
10.1093/jts/48.2.540
10.1093/jts/49.2.582
10.1093/jts/50.2.583
10.1093/jts/51.2.441
10.1093/jts/52.1.499
10.1093/jts/52.2.539
10.1093/jts/III.2.199
10.1093/jts/XIII.1.106
10.1093/jts/XXIV.1.237
10.1093/jts/XXIX.1.109
10.1093/jts/XXXI.1.12
10.1093/jts/fli052
10.1093/jts/fli053
10.1093/jts/fli106
10.1093/jts/fli243
10.1093/jts/flj028
10.1093/jts/fll159
10.1093/jts/flm050
10.1093/jts/flp033
10.1093/jts/flp149
10.1093/jts/flq010
10.1093/jts/flq024
10.1093/jts/flq048
10.1093/jts/flr030
10.1093/jts/flt135
10.1093/jts/flu109
10.1093/jts/flv005
10.1093/jts/flv044
10.1093/jts/flv048
10.1093/jts/flw146
10.1093/jts/flx202)
10.1093/jts/os-VI.22.161
10.1093/jts/os-XII.3.337
10.1093/jts/os-XIII.50.201
10.1093/jts/os-XIV.1.1
10.1093/jts/os-XIV.3.469b
10.1093/jts/os-XLIII.171-172.188
10.1093/jts/os-XLIX.193-194.35
10.1093/jts/os-XXIV.93.33
10.1093/jts/os-XXIV.95.282
10.1093/jts/os-XXIV.96.406
10.1093/jts/os-XXXVI.141.11
10.1093/jts/os-XXXVI.144.391
10.1093/jump/jhp021
10.1093/jurban/78.1.72
10.1093/jurban/78.2.290
10.1093/jurban/78.3.458
10.1093/jurban/79.1.26
10.1093/jurban/jtg061
10.1093/jurban/jtg063
10.1093/jurban/jth096
10.1093/jurban/jti034
10.1093/jurban/jti047
10.1093/jurban/jti053
10.1093/jxb/10.2.290
10.1093/jxb/11.2.129
10.1093/jxb/11.3.289
10.1093/jxb/14.2.237
10.1093/jxb/14.3.496
10.1093/jxb/23.1.267
10.1093/jxb/27.4.704
10.1093/jxb/29.3.677
10.1093/jxb/3.3.265
10.1093/jxb/35.11.1656
10.1093/jxb/35.11.1675
10.1093/jxb/35.3.297
10.1093/jxb/36.10.1590
10.1093/jxb/38.4.580
10.1093/jxb/38.7.1174
10.1093/jxb/4.1.65
10.1093/jxb/40.1.1
10.1093/jxb/42.4.555
10.1093/jxb/43.1.89
10.1093/jxb/43.11.1519
10.1093/jxb/45.12.1903
10.1093/jxb/45.2.281
10.1093/jxb/45.6.801
10.1093/jxb/46.6.639
10.1093/jxb/46.8.895
10.1093/jxb/46.8.907
10.1093/jxb/47.11.1629
10.1093/jxb/47.9.1335
10.1093/jxb/47.Special_Issue.1255
